index,quarterly,annually,year,ID
1131,1.3,4.2,2019,32494
1140,0.8,4.0,2019,32495
1151,1.0,3.8,2019,32496
992,0.3,0.9,2019,32547
995,0.3,0.6,2019,32548
994,-0.1,1.1,2019,32549
1004,1.0,1.5,2019,32550
1086,-0.1,2.8,2019,32601
1086,0.0,1.9,2019,32602
1096,0.9,2.5,2019,32603
1146,4.6,5.4,2019,32604
1194,1.4,6.4,2019,32655
1216,1.8,6.8,2019,32656
1233,1.4,6.3,2019,32657
1243,0.8,5.6,2019,32658
853,-6.1,-8.6,2019,32709
851,-0.2,-6.5,2019,32710
820,-3.6,-9.9,2019,32711
812,-1.0,-10.6,2019,32712
1083,0.7,1.4,2019,32763
1086,0.3,1.5,2019,32764
1088,0.2,1.3,2019,32765
1091,0.3,1.4,2019,32766
1133,-1.6,-2.4,2019,32817
1117,-1.4,-4.5,2019,32818
1088,-2.6,-5.7,2019,32819
1068,-1.8,-7.3,2019,32820
1133,-1.6,-2.4,2019,32871
1117,-1.4,-4.5,2019,32872
1088,-2.6,-5.7,2019,32873
1068,-1.8,-7.3,2019,32874
1052,0.0,1.2,2019,32925
1058,0.6,1.4,2019,32926
1064,0.6,1.2,2019,32927
1068,0.4,1.5,2019,32928
1038,1.2,1.3,2019,32979
1045,0.7,1.2,2019,32980
1058,1.2,1.8,2019,32981
1052,-0.6,2.5,2019,32982
1044,5.7,-1.9,2019,33033
1054,1.0,-4.4,2019,33034
1069,1.4,-4.8,2019,33035
998,-6.6,1.0,2019,33036
1016,-0.2,2.1,2019,33087
1017,0.1,2.5,2019,33088
1053,3.5,6.3,2019,33089
1067,1.3,4.8,2019,33090
1001,0.8,1.1,2019,33141
1002,0.1,1.7,2019,33142
1008,0.6,2.0,2019,33143
1011,0.3,1.8,2019,33144
1032,1.3,1.5,2019,33195
1039,0.7,-0.1,2019,33196
1056,1.6,0.9,2019,33197
1042,-1.3,2.3,2019,33198
1111,0.6,2.9,2019,33249
1126,1.4,3.2,2019,33250
1134,0.7,3.2,2019,33251
1141,0.6,3.4,2019,33252
1238,4.9,4.3,2019,33303
1243,0.4,3.5,2019,33304
1246,0.2,4.0,2019,33305
1240,-0.5,5.1,2019,33306
1032,2.0,1.9,2019,33357
1039,0.7,0.7,2019,33358
1043,0.4,1.5,2019,33359
1035,-0.8,2.3,2019,33360
1632,8.9,7.7,2019,33411
1632,0.0,7.4,2019,33412
1633,0.1,7.6,2019,33413
1633,0.0,9.0,2019,33414
1007,0.2,-0.2,2019,33465
1016,0.9,-0.3,2019,33466
1007,-0.9,-1.1,2019,33467
1016,0.9,1.1,2019,33468
999,0.4,-1.0,2019,33519
1008,0.9,-0.1,2019,33520
1001,-0.7,-1.1,2019,33521
1011,1.0,1.6,2019,33522
1034,-0.4,2.5,2019,33573
1044,1.0,-0.6,2019,33574
1027,-1.6,-0.9,2019,33575
1032,0.5,-0.6,2019,33576
1128,0.5,3.0,2019,33627
1135,0.6,2.9,2019,33628
1153,1.6,3.0,2019,33629
1158,0.4,3.2,2019,33630
1110,0.5,2.3,2019,33681
1121,1.0,2.7,2019,33682
1130,0.8,3.0,2019,33683
1140,0.9,3.3,2019,33684
1110,0.5,2.3,2019,33735
1121,1.0,2.7,2019,33736
1130,0.8,3.0,2019,33737
1140,0.9,3.3,2019,33738
1143,0.2,2.2,2019,33789
1152,0.8,2.4,2019,33790
1162,0.9,2.5,2019,33791
1168,0.5,2.4,2019,33792
1222,0.1,4.9,2019,33843
1222,0.0,4.9,2019,33844
1282,4.9,5.0,2019,33845
1283,0.1,5.1,2019,33846
1243,0.0,5.4,2019,33897
1243,0.0,5.4,2019,33898
1303,4.8,4.8,2019,33899
1303,0.0,4.8,2019,33900
1080,1.1,2.7,2019,33951
1086,0.6,1.6,2019,33952
1084,-0.2,1.4,2019,33953
1085,0.1,1.6,2019,33954
1077,1.3,2.8,2019,34005
1081,0.4,1.4,2019,34006
1079,-0.2,1.3,2019,34007
1077,-0.2,1.3,2019,34008
987,-1.1,-1.1,2019,34059
1013,2.6,1.6,2019,34060
1010,-0.3,0.6,2019,34061
1010,0.0,1.2,2019,34062
1017,-5.5,-3.1,2019,34113
1051,3.3,1.3,2019,34114
1050,-0.1,0.5,2019,34115
1051,0.1,-2.3,2019,34116
965,-3.6,-5.9,2019,34167
1021,5.8,1.6,2019,34168
1032,1.1,0.0,2019,34169
1017,-1.5,1.6,2019,34170
993,2.1,1.1,2019,34221
1018,2.5,3.4,2019,34222
1003,-1.5,1.8,2019,34223
1011,0.8,3.9,2019,34224
882,2.3,-1.7,2019,34275
933,5.8,1.0,2019,34276
929,-0.4,-0.3,2019,34277
915,-1.5,6.1,2019,34278
993,2.3,-1.1,2019,34329
985,-0.8,-0.8,2019,34330
991,0.6,1.0,2019,34331
991,0.0,2.1,2019,34332
994,-0.9,0.9,2019,34383
1013,1.9,2.3,2019,34384
1006,-0.7,-0.1,2019,34385
1010,0.4,0.7,2019,34386
1068,-0.2,0.6,2019,34437
1072,0.4,1.1,2019,34438
1075,0.3,0.9,2019,34439
1082,0.7,1.1,2019,34440
1005,-0.3,-0.7,2019,34491
1009,0.4,0.3,2019,34492
1005,-0.4,-0.1,2019,34493
1013,0.8,0.5,2019,34494
1089,-0.1,1.2,2019,34545
1093,0.4,1.4,2019,34546
1100,0.6,1.5,2019,34547
1106,0.5,1.5,2019,34548
1149,0.0,4.0,2019,34599
1153,0.3,4.3,2019,34600
1168,1.3,2.9,2019,34601
1178,0.9,2.5,2019,34602
924,-3.7,0.0,2019,34653
933,1.0,0.9,2019,34654
939,0.6,-1.1,2019,34655
957,1.9,-0.3,2019,34656
976,0.3,-2.3,2019,34707
957,-1.9,-2.0,2019,34708
952,-0.5,-2.5,2019,34709
944,-0.8,-3.0,2019,34710
924,-4.3,1.2,2019,34761
963,4.2,3.0,2019,34762
964,0.1,-0.7,2019,34763
974,1.0,0.8,2019,34764
955,-6.8,0.5,2019,34815
1012,6.0,3.2,2019,34816
1004,-0.8,-2.9,2019,34817
1017,1.3,-0.8,2019,34818
908,-6.8,-0.4,2019,34869
866,-4.6,-1.7,2019,34870
898,3.7,-0.7,2019,34871
972,8.2,-0.2,2019,34872
837,0.0,-2.9,2019,34923
827,-1.2,-2.4,2019,34924
818,-1.1,-1.9,2019,34925
805,-1.6,-3.8,2019,34926
1183,0.9,6.2,2019,34977
1189,0.5,6.8,2019,34978
1191,0.2,2.0,2019,34979
1187,-0.3,1.2,2019,34980
398,-3.6,-22.3,2019,35031
361,-9.3,-22.7,2019,35032
351,-2.8,-18.2,2019,35033
350,-0.3,-15.3,2019,35034
892,0.6,0.8,2019,35085
893,0.1,1.1,2019,35086
885,-0.9,0.8,2019,35087
869,-1.8,-2.0,2019,35088
1005,-1.1,0.8,2019,35139
1001,-0.4,1.7,2019,35140
1010,0.9,1.6,2019,35141
1023,1.3,0.7,2019,35142
596,-3.2,-10.6,2019,35193
552,-7.4,-11.3,2019,35194
559,1.3,-10.8,2019,35195
555,-0.7,-9.9,2019,35196
1079,-0.1,0.4,2019,35247
1103,2.2,1.8,2019,35248
1104,0.1,3.1,2019,35249
1102,-0.2,2.0,2019,35250
1016,-2.5,1.7,2019,35301
1024,0.8,2.5,2019,35302
1020,-0.4,0.8,2019,35303
1027,0.7,-1.4,2019,35304
1050,0.2,-0.1,2019,35355
1058,0.8,2.8,2019,35356
1071,1.2,3.2,2019,35357
1073,0.2,2.4,2019,35358
1166,-2.8,5.0,2019,35409
1178,1.0,3.8,2019,35410
1200,1.9,3.4,2019,35411
1228,2.3,2.3,2019,35412
1245,1.4,5.4,2019,35463
1226,-1.5,5.2,2019,35464
1242,1.3,6.4,2019,35465
1296,4.3,5.5,2019,35466
1057,1.1,1.3,2019,35517
1057,0.0,1.1,2019,35518
1074,1.6,2.7,2019,35519
1074,0.0,2.7,2019,35520
1096,0.0,1.0,2019,35571
1096,0.0,0.3,2019,35572
1161,5.9,5.9,2019,35573
1161,0.0,5.9,2019,35574
1190,1.4,1.4,2019,35625
1190,0.0,1.4,2019,35626
1190,0.0,1.4,2019,35627
1190,0.0,1.4,2019,35628
959,1.3,1.3,2019,35679
959,0.0,1.3,2019,35680
959,0.0,1.3,2019,35681
959,0.0,1.3,2019,35682
1158,3.5,3.5,2019,35733
1158,0.0,3.5,2019,35734
1158,0.0,3.5,2019,35735
1158,0.0,3.5,2019,35736
1132,1.0,4.3,2019,35787
1147,1.3,4.6,2019,35788
1156,0.8,4.3,2019,35789
1167,1.0,4.1,2019,35790
1005,0.3,1.3,2019,35841
1008,0.3,1.0,2019,35842
1008,0.0,1.3,2019,35843
1017,0.9,1.5,2019,35844
1086,0.5,2.2,2019,35895
1081,-0.5,0.8,2019,35896
1090,0.8,1.8,2019,35897
1141,4.7,5.6,2019,35898
1201,1.5,6.5,2019,35949
1224,1.9,6.9,2019,35950
1241,1.4,6.5,2019,35951
1250,0.7,5.7,2019,35952
878,-4.4,-6.4,2019,36003
877,-0.1,-4.9,2019,36004
833,-5.0,-9.7,2019,36005
827,-0.7,-9.9,2019,36006
1116,0.5,1.5,2019,36057
1123,0.6,1.8,2019,36058
1126,0.3,1.8,2019,36059
1131,0.4,1.9,2019,36060
1150,-1.8,-2.5,2019,36111
1135,-1.3,-4.5,2019,36112
1105,-2.6,-5.7,2019,36113
1085,-1.8,-7.3,2019,36114
1150,-1.8,-2.5,2019,36165
1135,-1.3,-4.5,2019,36166
1105,-2.6,-5.7,2019,36167
1085,-1.8,-7.3,2019,36168
1059,0.0,1.3,2019,36219
1064,0.5,1.3,2019,36220
1070,0.6,1.1,2019,36221
1073,0.3,1.3,2019,36222
1039,1.2,1.3,2019,36273
1047,0.8,1.1,2019,36274
1062,1.4,1.8,2019,36275
1052,-0.9,2.4,2019,36276
1032,5.5,-2.3,2019,36327
1052,1.9,-4.7,2019,36328
1073,2.0,-5.2,2019,36329
989,-7.8,1.1,2019,36330
1018,-0.3,2.3,2019,36381
1017,-0.1,2.4,2019,36382
1053,3.5,6.1,2019,36383
1065,1.1,4.3,2019,36384
1001,0.7,0.9,2019,36435
1003,0.2,1.6,2019,36436
1009,0.6,2.0,2019,36437
1009,0.0,1.5,2019,36438
1023,1.3,1.4,2019,36489
1028,0.5,-0.1,2019,36490
1047,1.8,0.8,2019,36491
1031,-1.5,2.1,2019,36492
1104,0.5,2.8,2019,36543
1118,1.3,3.0,2019,36544
1126,0.7,3.0,2019,36545
1133,0.6,3.2,2019,36546
1161,3.6,3.2,2019,36597
1168,0.6,2.5,2019,36598
1170,0.2,2.9,2019,36599
1164,-0.5,3.8,2019,36600
1032,1.9,1.8,2019,36651
1040,0.8,0.9,2019,36652
1043,0.3,1.5,2019,36653
1035,-0.8,2.2,2019,36654
1640,9.1,7.8,2019,36705
1641,0.1,7.7,2019,36706
1641,0.0,7.8,2019,36707
1641,0.0,9.2,2019,36708
986,0.2,-0.4,2019,36759
994,0.8,-0.5,2019,36760
990,-0.4,-0.8,2019,36761
1004,1.4,2.0,2019,36762
977,0.3,-1.7,2019,36813
985,0.8,-0.6,2019,36814
982,-0.3,-0.9,2019,36815
998,1.6,2.5,2019,36816
1026,-0.2,6.0,2019,36867
1033,0.7,-0.1,2019,36868
1024,-0.9,-0.1,2019,36869
1027,0.3,-0.1,2019,36870
1136,0.6,3.1,2019,36921
1141,0.4,2.9,2019,36922
1161,1.8,3.2,2019,36923
1165,0.3,3.2,2019,36924
1112,0.6,2.3,2019,36975
1123,1.0,2.7,2019,36976
1131,0.7,2.9,2019,36977
1140,0.8,3.2,2019,36978
1112,0.6,2.3,2019,37029
1123,1.0,2.7,2019,37030
1131,0.7,2.9,2019,37031
1140,0.8,3.2,2019,37032
1139,0.7,2.5,2019,37083
1145,0.5,2.5,2019,37084
1158,1.1,3.1,2019,37085
1163,0.4,2.8,2019,37086
1222,0.0,4.4,2019,37137
1222,0.0,4.4,2019,37138
1280,4.7,4.8,2019,37139
1281,0.1,4.8,2019,37140
1240,0.0,4.8,2019,37191
1240,0.0,4.8,2019,37192
1299,4.8,4.8,2019,37193
1299,0.0,4.8,2019,37194
1078,1.1,2.7,2019,37245
1084,0.6,1.7,2019,37246
1082,-0.2,1.6,2019,37247
1084,0.2,1.7,2019,37248
1071,1.2,2.6,2019,37299
1076,0.5,1.4,2019,37300
1073,-0.3,1.2,2019,37301
1072,-0.1,1.3,2019,37302
1005,0.0,-0.4,2019,37353
1027,2.2,1.6,2019,37354
1026,-0.1,0.7,2019,37355
1033,0.7,2.8,2019,37356
1014,-4.5,-2.9,2019,37407
1047,3.3,0.9,2019,37408
1044,-0.3,0.5,2019,37409
1052,0.8,-0.9,2019,37410
965,-3.1,-5.5,2019,37461
1017,5.4,1.3,2019,37462
1033,1.6,0.3,2019,37463
1037,0.4,4.1,2019,37464
1006,2.9,1.5,2019,37515
1035,2.9,3.4,2019,37516
1023,-1.2,3.0,2019,37517
1036,1.3,5.9,2019,37518
939,5.7,2.8,2019,37569
947,0.9,1.3,2019,37570
944,-0.3,-1.9,2019,37571
958,1.5,7.9,2019,37572
1000,2.2,-1.6,2019,37623
994,-0.6,-0.7,2019,37624
1000,0.6,1.1,2019,37625
1002,0.2,2.5,2019,37626
1011,-0.6,1.5,2019,37677
1030,1.9,2.5,2019,37678
1027,-0.3,0.3,2019,37679
1029,0.2,1.2,2019,37680
1057,-0.3,0.5,2019,37731
1066,0.9,1.9,2019,37732
1068,0.2,1.1,2019,37733
1074,0.6,1.3,2019,37734
984,-1.3,-2.2,2019,37785
1002,1.8,1.7,2019,37786
994,-0.8,-0.3,2019,37787
1000,0.6,0.3,2019,37788
1085,0.2,1.5,2019,37839
1090,0.5,1.8,2019,37840
1097,0.6,1.8,2019,37841
1102,0.5,1.8,2019,37842
1144,0.0,3.7,2019,37893
1148,0.3,4.1,2019,37894
1159,1.0,2.6,2019,37895
1167,0.7,2.0,2019,37896
935,-3.8,0.1,2019,37947
940,0.5,0.6,2019,37948
945,0.5,-1.4,2019,37949
966,2.2,-0.6,2019,37950
971,0.5,-2.1,2019,38001
951,-2.1,-2.1,2019,38002
946,-0.5,-2.4,2019,38003
940,-0.6,-2.7,2019,38004
948,-4.2,1.5,2019,38055
986,4.0,3.1,2019,38056
987,0.1,-0.7,2019,38057
998,1.1,0.8,2019,38058
963,-6.9,1.0,2019,38109
1017,5.6,3.5,2019,38110
1009,-0.8,-3.1,2019,38111
1027,1.8,-0.7,2019,38112
890,-7.3,-0.3,2019,38163
858,-3.6,-1.7,2019,38164
879,2.4,-1.6,2019,38165
943,7.3,-1.8,2019,38166
842,0.0,-2.9,2019,38217
831,-1.3,-2.5,2019,38218
822,-1.1,-1.9,2019,38219
809,-1.6,-3.9,2019,38220
1224,1.9,7.5,2019,38271
1236,1.0,9.0,2019,38272
1228,-0.6,3.1,2019,38273
1220,-0.7,1.6,2019,38274
414,-3.5,-22.9,2019,38325
372,-10.1,-23.6,2019,38326
361,-3.0,-19.1,2019,38327
360,-0.3,-16.1,2019,38328
876,0.6,1.2,2019,38379
876,0.0,1.3,2019,38380
870,-0.7,1.2,2019,38381
853,-2.0,-2.1,2019,38382
1009,-0.5,1.3,2019,38433
1000,-0.9,1.9,2019,38434
1008,0.8,1.9,2019,38435
1028,2.0,1.4,2019,38436
581,-4.1,-11.6,2019,38487
534,-8.1,-11.7,2019,38488
545,2.1,-10.9,2019,38489
546,0.2,-9.9,2019,38490
1051,0.1,0.8,2019,38541
1057,0.6,0.6,2019,38542
1064,0.7,1.6,2019,38543
1059,-0.5,0.9,2019,38544
1030,-1.9,1.5,2019,38595
1038,0.8,2.3,2019,38596
1035,-0.3,1.1,2019,38597
1046,1.1,-0.4,2019,38598
1052,0.2,0.2,2019,38649
1055,0.3,2.1,2019,38650
1067,1.1,2.5,2019,38651
1072,0.5,2.1,2019,38652
1184,-2.3,4.2,2019,38703
1190,0.5,3.6,2019,38704
1188,-0.2,0.8,2019,38705
1228,3.4,1.3,2019,38706
1248,1.8,5.5,2019,38757
1222,-2.1,5.0,2019,38758
1238,1.3,6.4,2019,38759
1293,4.4,5.5,2019,38760
1062,1.8,2.0,2019,38811
1062,0.0,1.8,2019,38812
1069,0.7,2.5,2019,38813
1069,0.0,2.5,2019,38814
1078,0.0,0.7,2019,38865
1078,0.0,0.1,2019,38866
1106,2.6,2.6,2019,38867
1106,0.0,2.6,2019,38868
1184,3.1,3.1,2019,38919
1184,0.0,3.1,2019,38920
1184,0.0,3.1,2019,38921
1184,0.0,3.1,2019,38922
931,1.6,1.6,2019,38973
931,0.0,1.6,2019,38974
931,0.0,1.6,2019,38975
931,0.0,1.6,2019,38976
1134,2.2,2.2,2019,39027
1134,0.0,2.2,2019,39028
1134,0.0,2.2,2019,39029
1134,0.0,2.2,2019,39030
1143,1.1,4.5,2019,39081
1158,1.3,4.7,2019,39082
1168,0.9,4.4,2019,39083
1179,0.9,4.2,2019,39084
1019,0.4,1.3,2019,39135
1023,0.4,1.1,2019,39136
1025,0.2,1.5,2019,39137
1034,0.9,1.9,2019,39138
1061,0.0,0.7,2019,39189
1059,-0.2,-0.4,2019,39190
1063,0.4,-0.4,2019,39191
1090,2.5,2.7,2019,39192
1208,1.6,6.4,2019,39243
1231,1.9,7.0,2019,39244
1248,1.4,6.5,2019,39245
1258,0.8,5.8,2019,39246
872,-4.3,-6.3,2019,39297
871,-0.1,-4.8,2019,39298
827,-5.1,-9.6,2019,39299
821,-0.7,-9.9,2019,39300
1144,0.5,2.4,2019,39351
1149,0.4,2.3,2019,39352
1152,0.3,2.0,2019,39353
1160,0.7,1.9,2019,39354
1163,-1.7,-2.5,2019,39405
1147,-1.4,-4.7,2019,39406
1116,-2.7,-5.8,2019,39407
1097,-1.7,-7.3,2019,39408
1163,-1.7,-2.5,2019,39459
1147,-1.4,-4.7,2019,39460
1116,-2.7,-5.8,2019,39461
1097,-1.7,-7.3,2019,39462
1053,-0.1,1.2,2019,39513
1058,0.5,1.3,2019,39514
1063,0.5,1.0,2019,39515
1067,0.4,1.2,2019,39516
1034,1.1,1.1,2019,39567
1038,0.4,1.2,2019,39568
1052,1.3,1.9,2019,39569
1050,-0.2,2.6,2019,39570
1058,6.0,-2.2,2019,39621
1038,-1.9,-5.0,2019,39622
1057,1.8,-5.9,2019,39623
1009,-4.5,1.1,2019,39624
1026,-0.3,1.8,2019,39675
1034,0.8,3.1,2019,39676
1069,3.4,6.8,2019,39677
1084,1.4,5.3,2019,39678
995,0.5,0.9,2019,39729
998,0.3,1.7,2019,39730
1003,0.5,1.8,2019,39731
1007,0.4,1.7,2019,39732
1024,0.9,1.1,2019,39783
1030,0.6,-0.2,2019,39784
1045,1.5,0.9,2019,39785
1033,-1.1,1.8,2019,39786
1115,0.6,3.0,2019,39837
1132,1.5,3.6,2019,39838
1139,0.6,3.5,2019,39839
1148,0.8,3.6,2019,39840
1372,6.4,5.9,2019,39891
1375,0.2,5.0,2019,39892
1379,0.3,5.7,2019,39893
1374,-0.4,6.6,2019,39894
1043,2.1,2.4,2019,39945
1050,0.7,0.4,2019,39946
1057,0.7,1.6,2019,39947
1046,-1.0,2.3,2019,39948
1632,9.0,7.9,2019,39999
1632,0.0,7.9,2019,40000
1632,0.0,7.9,2019,40001
1632,0.0,9.0,2019,40002
1000,0.3,-0.7,2019,40053
1008,0.8,-0.1,2019,40054
1001,-0.7,-0.9,2019,40055
1013,1.2,1.6,2019,40056
995,0.4,-1.2,2019,40107
1003,0.8,-0.1,2019,40108
997,-0.6,-0.9,2019,40109
1010,1.3,1.9,2019,40110
1037,0.0,2.6,2019,40161
1043,0.6,-0.2,2019,40162
1030,-1.2,-0.8,2019,40163
1032,0.2,-0.5,2019,40164
1116,0.6,2.8,2019,40215
1125,0.8,2.7,2019,40216
1139,1.2,3.2,2019,40217
1147,0.7,3.4,2019,40218
1112,0.5,2.5,2019,40269
1125,1.2,2.9,2019,40270
1136,1.0,3.5,2019,40271
1147,1.0,3.7,2019,40272
1112,0.5,2.5,2019,40323
1125,1.2,2.9,2019,40324
1136,1.0,3.5,2019,40325
1147,1.0,3.7,2019,40326
1143,0.0,2.0,2019,40377
1153,0.9,2.3,2019,40378
1165,1.0,2.5,2019,40379
1173,0.7,2.6,2019,40380
1214,0.0,4.7,2019,40431
1214,0.0,4.7,2019,40432
1275,5.0,5.1,2019,40433
1277,0.2,5.2,2019,40434
1234,0.0,5.3,2019,40485
1234,0.0,5.3,2019,40486
1297,5.1,5.1,2019,40487
1297,0.0,5.1,2019,40488
1077,1.2,2.6,2019,40539
1082,0.5,1.5,2019,40540
1080,-0.2,1.4,2019,40541
1082,0.2,1.7,2019,40542
1074,1.3,2.6,2019,40593
1078,0.4,1.4,2019,40594
1076,-0.2,1.3,2019,40595
1075,-0.1,1.4,2019,40596
995,-1.5,-1.3,2019,40647
1023,2.8,1.9,2019,40648
1028,0.5,0.7,2019,40649
1020,-0.8,1.0,2019,40650
1015,-7.2,-5.3,2019,40701
1059,4.3,2.7,2019,40702
1064,0.5,-1.5,2019,40703
1049,-1.4,-4.1,2019,40704
991,-5.3,-3.2,2019,40755
1023,3.2,-0.1,2019,40756
1065,4.1,0.0,2019,40757
1036,-2.7,-1.1,2019,40758
1003,3.1,3.1,2019,40809
1032,2.9,4.0,2019,40810
1038,0.6,5.1,2019,40811
1033,-0.5,6.2,2019,40812
963,-1.1,-3.7,2019,40863
1041,8.1,0.8,2019,40864
1029,-1.2,0.5,2019,40865
1015,-1.4,4.2,2019,40866
1002,1.6,-2.6,2019,40917
995,-0.7,-1.1,2019,40918
1004,0.9,0.4,2019,40919
1001,-0.3,1.5,2019,40920
960,-1.0,0.1,2019,40971
981,2.2,1.6,2019,40972
970,-1.1,-1.4,2019,40973
973,0.3,0.3,2019,40974
1045,-0.3,0.1,2019,41025
1050,0.5,1.1,2019,41026
1052,0.2,1.0,2019,41027
1060,0.8,1.1,2019,41028
996,-0.7,-2.3,2019,41079
1007,1.1,0.7,2019,41080
997,-1.0,0.0,2019,41081
1009,1.2,0.6,2019,41082
1061,-0.1,1.2,2019,41133
1064,0.3,1.2,2019,41134
1072,0.8,1.5,2019,41135
1077,0.5,1.4,2019,41136
1153,0.0,4.0,2019,41187
1155,0.2,4.1,2019,41188
1175,1.7,3.3,2019,41189
1186,0.9,2.9,2019,41190
924,-3.4,-0.1,2019,41241
935,1.2,1.2,2019,41242
941,0.6,-1.1,2019,41243
962,2.2,0.5,2019,41244
1007,1.2,-2.2,2019,41295
978,-2.9,-2.4,2019,41296
980,0.2,-1.9,2019,41297
974,-0.6,-2.1,2019,41298
913,-4.7,0.9,2019,41349
952,4.3,2.8,2019,41350
955,0.3,-0.4,2019,41351
967,1.3,0.9,2019,41352
948,-7.1,0.0,2019,41403
1005,6.0,2.9,2019,41404
998,-0.7,-2.5,2019,41405
1016,1.8,-0.4,2019,41406
976,-4.9,-1.3,2019,41457
928,-4.9,0.4,2019,41458
955,2.9,-1.8,2019,41459
1051,10.1,2.4,2019,41460
879,0.2,-2.0,2019,41511
873,-0.7,-1.1,2019,41512
864,-1.0,-0.8,2019,41513
850,-1.6,-3.1,2019,41514
1228,1.6,8.5,2019,41565
1242,1.1,10.0,2019,41566
1239,-0.2,3.8,2019,41567
1235,-0.3,2.2,2019,41568
401,-3.6,-23.0,2019,41619
362,-9.7,-23.5,2019,41620
351,-3.0,-18.9,2019,41621
349,-0.6,-16.1,2019,41622
921,0.5,0.5,2019,41673
923,0.2,1.3,2019,41674
915,-0.9,1.0,2019,41675
899,-1.7,-1.9,2019,41676
980,-1.1,-0.5,2019,41727
975,-0.5,1.2,2019,41728
984,0.9,1.0,2019,41729
992,0.8,0.1,2019,41730
563,-4.7,-13.4,2019,41781
512,-9.1,-13.4,2019,41782
525,2.5,-12.4,2019,41783
524,-0.2,-11.3,2019,41784
1054,0.1,0.9,2019,41835
1059,0.5,1.0,2019,41836
1072,1.2,2.3,2019,41837
1063,-0.8,0.9,2019,41838
1025,-2.5,1.3,2019,41889
1034,0.9,2.4,2019,41890
1030,-0.4,0.6,2019,41891
1032,0.2,-1.8,2019,41892
1027,0.0,-1.4,2019,41943
1037,1.0,2.7,2019,41944
1047,1.0,2.8,2019,41945
1046,-0.1,1.9,2019,41946
1200,-1.0,6.5,2019,41997
1214,1.2,4.7,2019,41998
1242,2.3,3.9,2019,41999
1256,1.1,3.6,2019,42000
1242,1.6,5.3,2019,42051
1215,-2.2,5.1,2019,42052
1232,1.4,6.1,2019,42053
1297,5.3,6.1,2019,42054
1042,0.7,1.0,2019,42105
1042,0.0,0.7,2019,42106
1053,1.1,1.7,2019,42107
1053,0.0,1.7,2019,42108
1097,0.0,0.9,2019,42159
1097,0.0,0.2,2019,42160
1134,3.4,3.4,2019,42161
1134,0.0,3.4,2019,42162
1147,0.8,0.8,2019,42213
1147,0.0,0.8,2019,42214
1147,0.0,0.8,2019,42215
1147,0.0,0.8,2019,42216
909,0.6,0.6,2019,42267
909,0.0,0.6,2019,42268
909,0.0,0.6,2019,42269
909,0.0,0.6,2019,42270
1163,4.4,4.4,2019,42321
1163,0.0,4.4,2019,42322
1163,0.0,4.4,2019,42323
1163,0.0,4.4,2019,42324
1095,0.6,3.7,2019,42375
1109,1.3,4.0,2019,42376
1116,0.6,3.6,2019,42377
1126,0.9,3.4,2019,42378
954,0.1,0.4,2019,42429
957,0.3,0.4,2019,42430
957,0.0,1.2,2019,42431
966,0.9,1.4,2019,42432
1093,0.8,1.9,2019,42483
1092,-0.1,1.2,2019,42484
1090,-0.2,1.1,2019,42485
1145,5.0,5.6,2019,42486
1192,1.4,6.7,2019,42537
1214,1.8,6.9,2019,42538
1230,1.3,6.2,2019,42539
1239,0.7,5.4,2019,42540
810,-9.3,-12.9,2019,42591
807,-0.4,-9.8,2019,42592
775,-4.0,-13.4,2019,42593
763,-1.5,-14.6,2019,42594
1079,0.4,1.4,2019,42645
1087,0.7,1.8,2019,42646
1091,0.4,1.6,2019,42647
1093,0.2,1.7,2019,42648
1092,-1.6,-2.2,2019,42699
1079,-1.2,-4.0,2019,42700
1051,-2.6,-5.5,2019,42701
1029,-2.1,-7.3,2019,42702
1092,-1.6,-2.2,2019,42753
1079,-1.2,-4.0,2019,42754
1051,-2.6,-5.5,2019,42755
1029,-2.1,-7.3,2019,42756
1065,0.4,1.4,2019,42807
1071,0.6,1.8,2019,42808
1077,0.6,1.6,2019,42809
1081,0.4,1.9,2019,42810
1033,1.5,0.8,2019,42861
1036,0.3,0.7,2019,42862
1050,1.4,1.4,2019,42863
1044,-0.6,2.6,2019,42864
1050,6.2,-2.7,2019,42915
1049,-0.1,-4.9,2019,42916
1069,1.9,-4.6,2019,42917
1010,-5.5,2.1,2019,42918
1038,0.0,2.4,2019,42969
1041,0.3,2.8,2019,42970
1076,3.4,6.3,2019,42971
1097,2.0,5.7,2019,42972
1001,0.6,0.7,2019,43023
1001,0.0,1.4,2019,43024
1007,0.6,1.8,2019,43025
1010,0.3,1.5,2019,43026
1033,1.0,1.3,2019,43077
1036,0.3,0.0,2019,43078
1055,1.8,1.1,2019,43079
1033,-2.1,1.0,2019,43080
1109,0.6,2.9,2019,43131
1124,1.4,3.2,2019,43132
1132,0.7,3.2,2019,43133
1140,0.7,3.4,2019,43134
1154,4.1,3.6,2019,43185
1159,0.4,2.6,2019,43186
1162,0.3,3.0,2019,43187
1155,-0.6,4.1,2019,43188
1027,2.2,2.1,2019,43239
1034,0.7,0.9,2019,43240
1037,0.3,1.4,2019,43241
1029,-0.8,2.4,2019,43242
1632,8.7,7.3,2019,43293
1633,0.1,7.3,2019,43294
1633,0.0,7.3,2019,43295
1633,0.0,8.7,2019,43296
1003,0.1,-0.8,2019,43347
1013,1.0,-0.1,2019,43348
1007,-0.6,-0.9,2019,43349
1014,0.7,1.2,2019,43350
