ID,protocol id,series_ref,quarter,expenditures,groups,index,quarterly,annually,year
3535,Expenditure quintile 2,HPIQ.SEQ211,3,Miscellaneous goods and services,group,1217,1.4,4.5,2021
3536,Expenditure quintile 2,HPIQ.SEQ211,4,Miscellaneous goods and services,group,1229,1.0,5.0,2021
3537,Expenditure quintile 2,HPIQ.SEQ211,1,Miscellaneous goods and services,group,1241,1.0,4.7,2022
3538,Expenditure quintile 2,HPIQ.SEQ211,2,Miscellaneous goods and services,group,1251,0.8,4.2,2022
3539,Expenditure quintile 2,HPIQ.SEQ211,3,Miscellaneous goods and services,group,1262,0.9,3.7,2022
3540,Expenditure quintile 2,HPIQ.SEQ2111,1,Personal care,subgroup,990,0.2,0.9,2019
3541,Expenditure quintile 2,HPIQ.SEQ2111,2,Personal care,subgroup,993,0.3,0.6,2019
3542,Expenditure quintile 2,HPIQ.SEQ2111,3,Personal care,subgroup,993,0.0,1.3,2019
3543,Expenditure quintile 2,HPIQ.SEQ2111,4,Personal care,subgroup,1003,1.0,1.5,2019
3544,Expenditure quintile 2,HPIQ.SEQ2111,1,Personal care,subgroup,1008,0.5,1.8,2020
3545,Expenditure quintile 2,HPIQ.SEQ2111,2,Personal care,subgroup,1012,0.4,1.9,2020
3546,Expenditure quintile 2,HPIQ.SEQ2111,3,Personal care,subgroup,993,-1.9,0.0,2020
3547,Expenditure quintile 2,HPIQ.SEQ2111,4,Personal care,subgroup,997,0.4,-0.6,2020
3548,Expenditure quintile 2,HPIQ.SEQ2111,1,Personal care,subgroup,997,0.0,-1.1,2021
3549,Expenditure quintile 2,HPIQ.SEQ2111,2,Personal care,subgroup,1004,0.7,-0.8,2021
3550,Expenditure quintile 2,HPIQ.SEQ2111,3,Personal care,subgroup,1026,2.2,3.3,2021
3551,Expenditure quintile 2,HPIQ.SEQ2111,4,Personal care,subgroup,1046,1.9,4.9,2021
3552,Expenditure quintile 2,HPIQ.SEQ2111,1,Personal care,subgroup,1064,1.7,6.7,2022
3553,Expenditure quintile 2,HPIQ.SEQ2111,2,Personal care,subgroup,1083,1.8,7.9,2022
3554,Expenditure quintile 2,HPIQ.SEQ2111,3,Personal care,subgroup,1097,1.3,6.9,2022
3555,Expenditure quintile 2,HPIQ.SEQ2113,1,Personal effects,subgroup,1083,-0.6,3.9,2019
3556,Expenditure quintile 2,HPIQ.SEQ2113,2,Personal effects,subgroup,1080,-0.3,2.6,2019
3557,Expenditure quintile 2,HPIQ.SEQ2113,3,Personal effects,subgroup,1088,0.7,2.4,2019
3558,Expenditure quintile 2,HPIQ.SEQ2113,4,Personal effects,subgroup,1111,2.1,1.9,2019
3559,Expenditure quintile 2,HPIQ.SEQ2113,1,Personal effects,subgroup,1105,-0.5,2.0,2020
3560,Expenditure quintile 2,HPIQ.SEQ2113,2,Personal effects,subgroup,1086,-1.7,0.6,2020
3561,Expenditure quintile 2,HPIQ.SEQ2113,3,Personal effects,subgroup,1142,5.2,5.0,2020
3562,Expenditure quintile 2,HPIQ.SEQ2113,4,Personal effects,subgroup,1159,1.5,4.3,2020
3563,Expenditure quintile 2,HPIQ.SEQ2113,1,Personal effects,subgroup,1160,0.1,5.0,2021
3564,Expenditure quintile 2,HPIQ.SEQ2113,2,Personal effects,subgroup,1178,1.6,8.5,2021
3565,Expenditure quintile 2,HPIQ.SEQ2113,3,Personal effects,subgroup,1183,0.4,3.6,2021
3566,Expenditure quintile 2,HPIQ.SEQ2113,4,Personal effects,subgroup,1200,1.4,3.5,2021
3567,Expenditure quintile 2,HPIQ.SEQ2113,1,Personal effects,subgroup,1209,0.8,4.2,2022
3568,Expenditure quintile 2,HPIQ.SEQ2113,2,Personal effects,subgroup,1225,1.3,4.0,2022
3569,Expenditure quintile 2,HPIQ.SEQ2113,3,Personal effects,subgroup,1260,2.9,6.5,2022
3570,Expenditure quintile 2,HPIQ.SEQ2114,1,Insurance,subgroup,1210,1.5,7.3,2019
3571,Expenditure quintile 2,HPIQ.SEQ2114,2,Insurance,subgroup,1234,2.0,7.5,2019
3572,Expenditure quintile 2,HPIQ.SEQ2114,3,Insurance,subgroup,1251,1.4,6.6,2019
3573,Expenditure quintile 2,HPIQ.SEQ2114,4,Insurance,subgroup,1260,0.7,5.7,2019
3574,Expenditure quintile 2,HPIQ.SEQ2114,1,Insurance,subgroup,1266,0.5,4.6,2020
3575,Expenditure quintile 2,HPIQ.SEQ2114,2,Insurance,subgroup,1273,0.6,3.2,2020
3576,Expenditure quintile 2,HPIQ.SEQ2114,3,Insurance,subgroup,1275,0.2,1.9,2020
3577,Expenditure quintile 2,HPIQ.SEQ2114,4,Insurance,subgroup,1278,0.2,1.4,2020
3578,Expenditure quintile 2,HPIQ.SEQ2114,1,Insurance,subgroup,1286,0.6,1.6,2021
3579,Expenditure quintile 2,HPIQ.SEQ2114,2,Insurance,subgroup,1299,1.0,2.0,2021
3580,Expenditure quintile 2,HPIQ.SEQ2114,3,Insurance,subgroup,1315,1.2,3.1,2021
3581,Expenditure quintile 2,HPIQ.SEQ2114,4,Insurance,subgroup,1326,0.8,3.8,2021
3582,Expenditure quintile 2,HPIQ.SEQ2114,1,Insurance,subgroup,1335,0.7,3.8,2022
3583,Expenditure quintile 2,HPIQ.SEQ2114,2,Insurance,subgroup,1340,0.4,3.2,2022
3584,Expenditure quintile 2,HPIQ.SEQ2114,3,Insurance,subgroup,1346,0.4,2.4,2022
3585,Expenditure quintile 2,HPIQ.SEQ2115,1,Credit services,subgroup,837,-7.1,-10.0,2019
3586,Expenditure quintile 2,HPIQ.SEQ2115,2,Credit services,subgroup,835,-0.2,-7.6,2019
3587,Expenditure quintile 2,HPIQ.SEQ2115,3,Credit services,subgroup,798,-4.4,-11.6,2019
3588,Expenditure quintile 2,HPIQ.SEQ2115,4,Credit services,subgroup,789,-1.1,-12.4,2019
3589,Expenditure quintile 2,HPIQ.SEQ2115,1,Credit services,subgroup,789,0.0,-5.7,2020
3590,Expenditure quintile 2,HPIQ.SEQ2115,2,Credit services,subgroup,789,0.0,-5.5,2020
3591,Expenditure quintile 2,HPIQ.SEQ2115,3,Credit services,subgroup,789,0.0,-1.1,2020
3592,Expenditure quintile 2,HPIQ.SEQ2115,4,Credit services,subgroup,790,0.1,0.1,2020
3593,Expenditure quintile 2,HPIQ.SEQ2115,1,Credit services,subgroup,788,-0.3,-0.1,2021
3594,Expenditure quintile 2,HPIQ.SEQ2115,2,Credit services,subgroup,787,-0.1,-0.3,2021
3595,Expenditure quintile 2,HPIQ.SEQ2115,3,Credit services,subgroup,784,-0.4,-0.6,2021
3596,Expenditure quintile 2,HPIQ.SEQ2115,4,Credit services,subgroup,731,-6.8,-7.5,2021
3597,Expenditure quintile 2,HPIQ.SEQ2115,1,Credit services,subgroup,731,0.0,-7.2,2022
3598,Expenditure quintile 2,HPIQ.SEQ2115,2,Credit services,subgroup,661,-9.6,-16.0,2022
3599,Expenditure quintile 2,HPIQ.SEQ2115,3,Credit services,subgroup,702,6.2,-10.5,2022
3600,Expenditure quintile 2,HPIQ.SEQ2116,1,Other miscellaneous services,subgroup,1071,0.5,1.5,2019
3601,Expenditure quintile 2,HPIQ.SEQ2116,2,Other miscellaneous services,subgroup,1077,0.6,1.7,2019
3602,Expenditure quintile 2,HPIQ.SEQ2116,3,Other miscellaneous services,subgroup,1083,0.6,1.8,2019
3603,Expenditure quintile 2,HPIQ.SEQ2116,4,Other miscellaneous services,subgroup,1084,0.1,1.7,2019
3604,Expenditure quintile 2,HPIQ.SEQ2116,1,Other miscellaneous services,subgroup,1090,0.6,1.8,2020
3605,Expenditure quintile 2,HPIQ.SEQ2116,2,Other miscellaneous services,subgroup,1094,0.4,1.6,2020
3606,Expenditure quintile 2,HPIQ.SEQ2116,3,Other miscellaneous services,subgroup,1105,1.0,2.0,2020
3607,Expenditure quintile 2,HPIQ.SEQ2116,4,Other miscellaneous services,subgroup,1117,1.1,3.0,2020
3608,Expenditure quintile 2,HPIQ.SEQ2116,1,Other miscellaneous services,subgroup,1162,4.0,6.6,2021
3609,Expenditure quintile 2,HPIQ.SEQ2116,2,Other miscellaneous services,subgroup,1193,2.7,9.0,2021
3610,Expenditure quintile 2,HPIQ.SEQ2116,3,Other miscellaneous services,subgroup,1210,1.4,9.5,2021
3611,Expenditure quintile 2,HPIQ.SEQ2116,4,Other miscellaneous services,subgroup,1218,0.7,9.0,2021
3612,Expenditure quintile 2,HPIQ.SEQ2116,1,Other miscellaneous services,subgroup,1241,1.9,6.8,2022
3613,Expenditure quintile 2,HPIQ.SEQ2116,2,Other miscellaneous services,subgroup,1280,3.1,7.3,2022
3614,Expenditure quintile 2,HPIQ.SEQ2116,3,Other miscellaneous services,subgroup,1295,1.2,7.0,2022
3615,Expenditure quintile 2,HPIQ.SEQ213,1,Interest payments,group,1129,-1.7,-2.2,2019
3616,Expenditure quintile 2,HPIQ.SEQ213,2,Interest payments,group,1116,-1.2,-4.0,2019
3617,Expenditure quintile 2,HPIQ.SEQ213,3,Interest payments,group,1087,-2.6,-5.4,2019
3618,Expenditure quintile 2,HPIQ.SEQ213,4,Interest payments,group,1065,-2.0,-7.2,2019
3619,Expenditure quintile 2,HPIQ.SEQ213,1,Interest payments,group,1060,-0.5,-6.1,2020
3620,Expenditure quintile 2,HPIQ.SEQ213,2,Interest payments,group,1039,-2.0,-6.9,2020
3621,Expenditure quintile 2,HPIQ.SEQ213,3,Interest payments,group,976,-6.1,-10.2,2020
3622,Expenditure quintile 2,HPIQ.SEQ213,4,Interest payments,group,941,-3.6,-11.6,2020
3623,Expenditure quintile 2,HPIQ.SEQ213,1,Interest payments,group,945,0.4,-10.8,2021
3624,Expenditure quintile 2,HPIQ.SEQ213,2,Interest payments,group,953,0.8,-8.3,2021
3625,Expenditure quintile 2,HPIQ.SEQ213,3,Interest payments,group,949,-0.4,-2.8,2021
3626,Expenditure quintile 2,HPIQ.SEQ213,4,Interest payments,group,1003,5.7,6.6,2021
3627,Expenditure quintile 2,HPIQ.SEQ213,1,Interest payments,group,1123,12.0,18.8,2022
3628,Expenditure quintile 2,HPIQ.SEQ213,2,Interest payments,group,1238,10.2,29.9,2022
3629,Expenditure quintile 2,HPIQ.SEQ213,3,Interest payments,group,1316,6.3,38.7,2022
3630,Expenditure quintile 2,HPIQ.SEQ2131,1,Interest payments,subgroup,1129,-1.7,-2.2,2019
3631,Expenditure quintile 2,HPIQ.SEQ2131,2,Interest payments,subgroup,1116,-1.2,-4.0,2019
3632,Expenditure quintile 2,HPIQ.SEQ2131,3,Interest payments,subgroup,1087,-2.6,-5.4,2019
3633,Expenditure quintile 2,HPIQ.SEQ2131,4,Interest payments,subgroup,1065,-2.0,-7.2,2019
3634,Expenditure quintile 2,HPIQ.SEQ2131,1,Interest payments,subgroup,1060,-0.5,-6.1,2020
3635,Expenditure quintile 2,HPIQ.SEQ2131,2,Interest payments,subgroup,1039,-2.0,-6.9,2020
3636,Expenditure quintile 2,HPIQ.SEQ2131,3,Interest payments,subgroup,976,-6.1,-10.2,2020
3637,Expenditure quintile 2,HPIQ.SEQ2131,4,Interest payments,subgroup,941,-3.6,-11.6,2020
3638,Expenditure quintile 2,HPIQ.SEQ2131,1,Interest payments,subgroup,945,0.4,-10.8,2021
3639,Expenditure quintile 2,HPIQ.SEQ2131,2,Interest payments,subgroup,953,0.8,-8.3,2021
3640,Expenditure quintile 2,HPIQ.SEQ2131,3,Interest payments,subgroup,949,-0.4,-2.8,2021
3641,Expenditure quintile 2,HPIQ.SEQ2131,4,Interest payments,subgroup,1003,5.7,6.6,2021
3642,Expenditure quintile 2,HPIQ.SEQ2131,1,Interest payments,subgroup,1123,12.0,18.8,2022
3643,Expenditure quintile 2,HPIQ.SEQ2131,2,Interest payments,subgroup,1238,10.2,29.9,2022
3644,Expenditure quintile 2,HPIQ.SEQ2131,3,Interest payments,subgroup,1316,6.3,38.7,2022
3645,Expenditure quintile 2,HPIQ.SEQ2A,1,All groups,All groups,1061,0.2,1.5,2019
3646,Expenditure quintile 2,HPIQ.SEQ2A,2,All groups,All groups,1069,0.8,1.9,2019
3647,Expenditure quintile 2,HPIQ.SEQ2A,3,All groups,All groups,1076,0.7,1.5,2019
3648,Expenditure quintile 2,HPIQ.SEQ2A,4,All groups,All groups,1079,0.3,1.9,2019
3649,Expenditure quintile 2,HPIQ.SEQ2A,1,All groups,All groups,1089,0.9,2.6,2020
3650,Expenditure quintile 2,HPIQ.SEQ2A,2,All groups,All groups,1082,-0.6,1.2,2020
3651,Expenditure quintile 2,HPIQ.SEQ2A,3,All groups,All groups,1087,0.5,1.0,2020
3652,Expenditure quintile 2,HPIQ.SEQ2A,4,All groups,All groups,1088,0.1,0.8,2020
3653,Expenditure quintile 2,HPIQ.SEQ2A,1,All groups,All groups,1099,1.0,0.9,2021
3654,Expenditure quintile 2,HPIQ.SEQ2A,2,All groups,All groups,1110,1.0,2.6,2021
3655,Expenditure quintile 2,HPIQ.SEQ2A,3,All groups,All groups,1130,1.8,4.0,2021
3656,Expenditure quintile 2,HPIQ.SEQ2A,4,All groups,All groups,1142,1.1,5.0,2021
3657,Expenditure quintile 2,HPIQ.SEQ2A,1,All groups,All groups,1169,2.4,6.4,2022
3658,Expenditure quintile 2,HPIQ.SEQ2A,2,All groups,All groups,1188,1.6,7.0,2022
3659,Expenditure quintile 2,HPIQ.SEQ2A,3,All groups,All groups,1212,2.0,7.3,2022
3660,Expenditure quintile 3,HPIQ.SEQ301,1,Food,group,1036,1.3,1.2,2019
3661,Expenditure quintile 3,HPIQ.SEQ301,2,Food,group,1041,0.5,1.1,2019
3662,Expenditure quintile 3,HPIQ.SEQ301,3,Food,group,1053,1.2,1.8,2019
3663,Expenditure quintile 3,HPIQ.SEQ301,4,Food,group,1048,-0.5,2.4,2019
3664,Expenditure quintile 3,HPIQ.SEQ301,1,Food,group,1070,2.1,3.3,2020
3665,Expenditure quintile 3,HPIQ.SEQ301,2,Food,group,1079,0.8,3.7,2020
3666,Expenditure quintile 3,HPIQ.SEQ301,3,Food,group,1090,1.0,3.5,2020
3667,Expenditure quintile 3,HPIQ.SEQ301,4,Food,group,1075,-1.4,2.6,2020
3668,Expenditure quintile 3,HPIQ.SEQ301,1,Food,group,1078,0.3,0.7,2021
3669,Expenditure quintile 3,HPIQ.SEQ301,2,Food,group,1093,1.4,1.3,2021
3670,Expenditure quintile 3,HPIQ.SEQ301,3,Food,group,1123,2.7,3.0,2021
3671,Expenditure quintile 3,HPIQ.SEQ301,4,Food,group,1118,-0.4,4.0,2021
3672,Expenditure quintile 3,HPIQ.SEQ301,1,Food,group,1152,3.0,6.9,2022
3673,Expenditure quintile 3,HPIQ.SEQ301,2,Food,group,1166,1.2,6.7,2022
3674,Expenditure quintile 3,HPIQ.SEQ301,3,Food,group,1214,4.1,8.1,2022
3675,Expenditure quintile 3,HPIQ.SEQ3011,1,Fruit and vegetables,subgroup,1061,6.4,-2.1,2019
3676,Expenditure quintile 3,HPIQ.SEQ3011,2,Fruit and vegetables,subgroup,1063,0.2,-4.3,2019
3677,Expenditure quintile 3,HPIQ.SEQ3011,3,Fruit and vegetables,subgroup,1063,0.0,-4.8,2019
3678,Expenditure quintile 3,HPIQ.SEQ3011,4,Fruit and vegetables,subgroup,1007,-5.3,1.0,2019
3679,Expenditure quintile 3,HPIQ.SEQ3011,1,Fruit and vegetables,subgroup,1059,5.2,-0.2,2020
3680,Expenditure quintile 3,HPIQ.SEQ3011,2,Fruit and vegetables,subgroup,1100,3.9,3.5,2020
3681,Expenditure quintile 3,HPIQ.SEQ3011,3,Fruit and vegetables,subgroup,1217,10.6,14.5,2020
3682,Expenditure quintile 3,HPIQ.SEQ3011,4,Fruit and vegetables,subgroup,1098,-9.8,9.0,2020
3683,Expenditure quintile 3,HPIQ.SEQ3011,1,Fruit and vegetables,subgroup,1092,-0.5,3.1,2021
3684,Expenditure quintile 3,HPIQ.SEQ3011,2,Fruit and vegetables,subgroup,1154,5.7,4.9,2021
3685,Expenditure quintile 3,HPIQ.SEQ3011,3,Fruit and vegetables,subgroup,1281,11.0,5.3,2021
3686,Expenditure quintile 3,HPIQ.SEQ3011,4,Fruit and vegetables,subgroup,1172,-8.5,6.7,2021
3687,Expenditure quintile 3,HPIQ.SEQ3011,1,Fruit and vegetables,subgroup,1271,8.4,16.4,2022
3688,Expenditure quintile 3,HPIQ.SEQ3011,2,Fruit and vegetables,subgroup,1252,-1.5,8.5,2022
3689,Expenditure quintile 3,HPIQ.SEQ3011,3,Fruit and vegetables,subgroup,1453,16.1,13.4,2022
3690,Expenditure quintile 3,HPIQ.SEQ3012,1,"Meat, poultry and fish",subgroup,1016,-0.3,2.1,2019
3691,Expenditure quintile 3,HPIQ.SEQ3012,2,"Meat, poultry and fish",subgroup,1016,0.0,2.6,2019
3692,Expenditure quintile 3,HPIQ.SEQ3012,3,"Meat, poultry and fish",subgroup,1051,3.4,6.2,2019
3693,Expenditure quintile 3,HPIQ.SEQ3012,4,"Meat, poultry and fish",subgroup,1064,1.2,4.4,2019
3694,Expenditure quintile 3,HPIQ.SEQ3012,1,"Meat, poultry and fish",subgroup,1085,2.0,6.8,2020
3695,Expenditure quintile 3,HPIQ.SEQ3012,2,"Meat, poultry and fish",subgroup,1064,-1.9,4.7,2020
3696,Expenditure quintile 3,HPIQ.SEQ3012,3,"Meat, poultry and fish",subgroup,1067,0.3,1.5,2020
3697,Expenditure quintile 3,HPIQ.SEQ3012,4,"Meat, poultry and fish",subgroup,1066,-0.1,0.2,2020
3698,Expenditure quintile 3,HPIQ.SEQ3012,1,"Meat, poultry and fish",subgroup,1059,-0.7,-2.4,2021
3699,Expenditure quintile 3,HPIQ.SEQ3012,2,"Meat, poultry and fish",subgroup,1058,-0.1,-0.6,2021
3700,Expenditure quintile 3,HPIQ.SEQ3012,3,"Meat, poultry and fish",subgroup,1086,2.6,1.8,2021
3701,Expenditure quintile 3,HPIQ.SEQ3012,4,"Meat, poultry and fish",subgroup,1097,1.0,2.9,2021
3702,Expenditure quintile 3,HPIQ.SEQ3012,1,"Meat, poultry and fish",subgroup,1134,3.4,7.1,2022
3703,Expenditure quintile 3,HPIQ.SEQ3012,2,"Meat, poultry and fish",subgroup,1137,0.3,7.5,2022
3704,Expenditure quintile 3,HPIQ.SEQ3012,3,"Meat, poultry and fish",subgroup,1170,2.9,7.7,2022
3705,Expenditure quintile 3,HPIQ.SEQ3013,1,Grocery food,subgroup,997,0.8,1.0,2019
3706,Expenditure quintile 3,HPIQ.SEQ3013,2,Grocery food,subgroup,999,0.2,1.5,2019
3707,Expenditure quintile 3,HPIQ.SEQ3013,3,Grocery food,subgroup,1005,0.6,1.9,2019
3708,Expenditure quintile 3,HPIQ.SEQ3013,4,Grocery food,subgroup,1006,0.1,1.7,2019
3709,Expenditure quintile 3,HPIQ.SEQ3013,1,Grocery food,subgroup,1026,2.0,2.9,2020
3710,Expenditure quintile 3,HPIQ.SEQ3013,2,Grocery food,subgroup,1032,0.6,3.3,2020
3711,Expenditure quintile 3,HPIQ.SEQ3013,3,Grocery food,subgroup,1018,-1.4,1.3,2020
3712,Expenditure quintile 3,HPIQ.SEQ3013,4,Grocery food,subgroup,1016,-0.2,1.0,2020
3713,Expenditure quintile 3,HPIQ.SEQ3013,1,Grocery food,subgroup,1024,0.8,-0.2,2021
3714,Expenditure quintile 3,HPIQ.SEQ3013,2,Grocery food,subgroup,1028,0.4,-0.4,2021
3715,Expenditure quintile 3,HPIQ.SEQ3013,3,Grocery food,subgroup,1043,1.5,2.5,2021
3716,Expenditure quintile 3,HPIQ.SEQ3013,4,Grocery food,subgroup,1056,1.2,3.9,2021
3717,Expenditure quintile 3,HPIQ.SEQ3013,1,Grocery food,subgroup,1081,2.4,5.6,2022
3718,Expenditure quintile 3,HPIQ.SEQ3013,2,Grocery food,subgroup,1102,1.9,7.2,2022
3719,Expenditure quintile 3,HPIQ.SEQ3013,3,Grocery food,subgroup,1126,2.2,8.0,2022
3720,Expenditure quintile 3,HPIQ.SEQ3014,1,Non-alcoholic beverages,subgroup,1024,1.1,1.3,2019
3721,Expenditure quintile 3,HPIQ.SEQ3014,2,Non-alcoholic beverages,subgroup,1030,0.6,-0.1,2019
3722,Expenditure quintile 3,HPIQ.SEQ3014,3,Non-alcoholic beverages,subgroup,1048,1.7,1.1,2019
3723,Expenditure quintile 3,HPIQ.SEQ3014,4,Non-alcoholic beverages,subgroup,1032,-1.5,1.9,2019
3724,Expenditure quintile 3,HPIQ.SEQ3014,1,Non-alcoholic beverages,subgroup,1048,1.6,2.3,2020
3725,Expenditure quintile 3,HPIQ.SEQ3014,2,Non-alcoholic beverages,subgroup,1055,0.7,2.4,2020
3726,Expenditure quintile 3,HPIQ.SEQ3014,3,Non-alcoholic beverages,subgroup,1052,-0.3,0.4,2020
3727,Expenditure quintile 3,HPIQ.SEQ3014,4,Non-alcoholic beverages,subgroup,1047,-0.5,1.5,2020
3728,Expenditure quintile 3,HPIQ.SEQ3014,1,Non-alcoholic beverages,subgroup,1050,0.3,0.2,2021
3729,Expenditure quintile 3,HPIQ.SEQ3014,2,Non-alcoholic beverages,subgroup,1045,-0.5,-0.9,2021
3730,Expenditure quintile 3,HPIQ.SEQ3014,3,Non-alcoholic beverages,subgroup,1053,0.8,0.1,2021
3731,Expenditure quintile 3,HPIQ.SEQ3014,4,Non-alcoholic beverages,subgroup,1050,-0.3,0.3,2021
3732,Expenditure quintile 3,HPIQ.SEQ3014,1,Non-alcoholic beverages,subgroup,1072,2.1,2.1,2022
3733,Expenditure quintile 3,HPIQ.SEQ3014,2,Non-alcoholic beverages,subgroup,1080,0.7,3.3,2022
3734,Expenditure quintile 3,HPIQ.SEQ3014,3,Non-alcoholic beverages,subgroup,1099,1.8,4.4,2022
3735,Expenditure quintile 3,HPIQ.SEQ3015,1,Restaurant meals and ready-to-eat food,subgroup,1111,0.6,3.0,2019
3736,Expenditure quintile 3,HPIQ.SEQ3015,2,Restaurant meals and ready-to-eat food,subgroup,1126,1.4,3.3,2019
3737,Expenditure quintile 3,HPIQ.SEQ3015,3,Restaurant meals and ready-to-eat food,subgroup,1134,0.7,3.3,2019
3738,Expenditure quintile 3,HPIQ.SEQ3015,4,Restaurant meals and ready-to-eat food,subgroup,1142,0.7,3.4,2019
3739,Expenditure quintile 3,HPIQ.SEQ3015,1,Restaurant meals and ready-to-eat food,subgroup,1152,0.9,3.7,2020
3740,Expenditure quintile 3,HPIQ.SEQ3015,2,Restaurant meals and ready-to-eat food,subgroup,1168,1.4,3.7,2020
3741,Expenditure quintile 3,HPIQ.SEQ3015,3,Restaurant meals and ready-to-eat food,subgroup,1177,0.8,3.8,2020
3742,Expenditure quintile 3,HPIQ.SEQ3015,4,Restaurant meals and ready-to-eat food,subgroup,1183,0.5,3.6,2020
3743,Expenditure quintile 3,HPIQ.SEQ3015,1,Restaurant meals and ready-to-eat food,subgroup,1194,0.9,3.6,2021
3744,Expenditure quintile 3,HPIQ.SEQ3015,2,Restaurant meals and ready-to-eat food,subgroup,1217,1.9,4.2,2021
3745,Expenditure quintile 3,HPIQ.SEQ3015,3,Restaurant meals and ready-to-eat food,subgroup,1229,1.0,4.4,2021
3746,Expenditure quintile 3,HPIQ.SEQ3015,4,Restaurant meals and ready-to-eat food,subgroup,1242,1.1,5.0,2021
3747,Expenditure quintile 3,HPIQ.SEQ3015,1,Restaurant meals and ready-to-eat food,subgroup,1256,1.1,5.2,2022
3748,Expenditure quintile 3,HPIQ.SEQ3015,2,Restaurant meals and ready-to-eat food,subgroup,1288,2.5,5.8,2022
3749,Expenditure quintile 3,HPIQ.SEQ3015,3,Restaurant meals and ready-to-eat food,subgroup,1312,1.9,6.8,2022
3750,Expenditure quintile 3,HPIQ.SEQ302,1,Alcoholic beverages and tobacco,group,1234,5.4,4.8,2019
3751,Expenditure quintile 3,HPIQ.SEQ302,2,Alcoholic beverages and tobacco,group,1238,0.3,3.9,2019
3752,Expenditure quintile 3,HPIQ.SEQ302,3,Alcoholic beverages and tobacco,group,1241,0.2,4.4,2019
3753,Expenditure quintile 3,HPIQ.SEQ302,4,Alcoholic beverages and tobacco,group,1236,-0.4,5.6,2019
3754,Expenditure quintile 3,HPIQ.SEQ302,1,Alcoholic beverages and tobacco,group,1306,5.7,5.8,2020
3755,Expenditure quintile 3,HPIQ.SEQ302,2,Alcoholic beverages and tobacco,group,1311,0.4,5.9,2020
3756,Expenditure quintile 3,HPIQ.SEQ302,3,Alcoholic beverages and tobacco,group,1312,0.1,5.7,2020
3757,Expenditure quintile 3,HPIQ.SEQ302,4,Alcoholic beverages and tobacco,group,1316,0.3,6.5,2020
3758,Expenditure quintile 3,HPIQ.SEQ302,1,Alcoholic beverages and tobacco,group,1338,1.7,2.5,2021
3759,Expenditure quintile 3,HPIQ.SEQ302,2,Alcoholic beverages and tobacco,group,1339,0.1,2.1,2021
3760,Expenditure quintile 3,HPIQ.SEQ302,3,Alcoholic beverages and tobacco,group,1344,0.4,2.4,2021
3761,Expenditure quintile 3,HPIQ.SEQ302,4,Alcoholic beverages and tobacco,group,1338,-0.4,1.7,2021
3762,Expenditure quintile 3,HPIQ.SEQ302,1,Alcoholic beverages and tobacco,group,1377,2.9,2.9,2022
3763,Expenditure quintile 3,HPIQ.SEQ302,2,Alcoholic beverages and tobacco,group,1389,0.9,3.7,2022
3764,Expenditure quintile 3,HPIQ.SEQ302,3,Alcoholic beverages and tobacco,group,1406,1.2,4.6,2022
3765,Expenditure quintile 3,HPIQ.SEQ3021,1,Alcoholic beverages,subgroup,1032,2.2,2.1,2019
3766,Expenditure quintile 3,HPIQ.SEQ3021,2,Alcoholic beverages,subgroup,1039,0.7,0.7,2019
3767,Expenditure quintile 3,HPIQ.SEQ3021,3,Alcoholic beverages,subgroup,1043,0.4,1.5,2019
3768,Expenditure quintile 3,HPIQ.SEQ3021,4,Alcoholic beverages,subgroup,1035,-0.8,2.5,2019
3769,Expenditure quintile 3,HPIQ.SEQ3021,1,Alcoholic beverages,subgroup,1044,0.9,1.2,2020
3770,Expenditure quintile 3,HPIQ.SEQ3021,2,Alcoholic beverages,subgroup,1055,1.1,1.5,2020
3771,Expenditure quintile 3,HPIQ.SEQ3021,3,Alcoholic beverages,subgroup,1054,-0.1,1.1,2020
3772,Expenditure quintile 3,HPIQ.SEQ3021,4,Alcoholic beverages,subgroup,1056,0.2,2.0,2020
3773,Expenditure quintile 3,HPIQ.SEQ3021,1,Alcoholic beverages,subgroup,1063,0.7,1.8,2021
3774,Expenditure quintile 3,HPIQ.SEQ3021,2,Alcoholic beverages,subgroup,1067,0.4,1.1,2021
3775,Expenditure quintile 3,HPIQ.SEQ3021,3,Alcoholic beverages,subgroup,1073,0.6,1.8,2021
3776,Expenditure quintile 3,HPIQ.SEQ3021,4,Alcoholic beverages,subgroup,1066,-0.7,0.9,2021
3777,Expenditure quintile 3,HPIQ.SEQ3021,1,Alcoholic beverages,subgroup,1083,1.6,1.9,2022
3778,Expenditure quintile 3,HPIQ.SEQ3021,2,Alcoholic beverages,subgroup,1101,1.7,3.2,2022
3779,Expenditure quintile 3,HPIQ.SEQ3021,3,Alcoholic beverages,subgroup,1128,2.5,5.1,2022
3780,Expenditure quintile 3,HPIQ.SEQ3022,1,Cigarettes and tobacco,subgroup,1633,9.1,7.9,2019
3781,Expenditure quintile 3,HPIQ.SEQ3022,2,Cigarettes and tobacco,subgroup,1634,0.1,7.8,2019
3782,Expenditure quintile 3,HPIQ.SEQ3022,3,Cigarettes and tobacco,subgroup,1634,0.0,7.9,2019
3783,Expenditure quintile 3,HPIQ.SEQ3022,4,Cigarettes and tobacco,subgroup,1634,0.0,9.2,2019
3784,Expenditure quintile 3,HPIQ.SEQ3022,1,Cigarettes and tobacco,subgroup,1813,11.0,11.0,2020
