protocol id,series_ref,quarter,expenditures,groups,index,quarterly,annually,year,ID
Maori,HPIQ.SMAO04403,3,Local authority rates and payments,class,1297,5.1,5.1,2019,40487
Maori,HPIQ.SMAO04403,4,Local authority rates and payments,class,1297,0,5.1,2019,40488
Maori,HPIQ.SMAO045,1,Household energy,subgroup,1077,1.2,2.6,2019,40539
Maori,HPIQ.SMAO045,2,Household energy,subgroup,1082,0.5,1.5,2019,40540
Maori,HPIQ.SMAO045,3,Household energy,subgroup,1080,-0.2,1.4,2019,40541
Maori,HPIQ.SMAO045,4,Household energy,subgroup,1082,0.2,1.7,2019,40542
Maori,HPIQ.SMAO04501,1,Electricity,class,1074,1.3,2.6,2019,40593
Maori,HPIQ.SMAO04501,2,Electricity,class,1078,0.4,1.4,2019,40594
Maori,HPIQ.SMAO04501,3,Electricity,class,1076,-0.2,1.3,2019,40595
Maori,HPIQ.SMAO04501,4,Electricity,class,1075,-0.1,1.4,2019,40596
Maori,HPIQ.SMAO05,1,Household contents and services,group,995,-1.5,-1.3,2019,40647
Maori,HPIQ.SMAO05,2,Household contents and services,group,1023,2.8,1.9,2019,40648
Maori,HPIQ.SMAO05,3,Household contents and services,group,1028,0.5,0.7,2019,40649
Maori,HPIQ.SMAO05,4,Household contents and services,group,1020,-0.8,1,2019,40650
Maori,HPIQ.SMAO051,1,"Furniture, furnishings and floor coverings",subgroup,1015,-7.2,-5.3,2019,40701
Maori,HPIQ.SMAO051,2,"Furniture, furnishings and floor coverings",subgroup,1059,4.3,2.7,2019,40702
Maori,HPIQ.SMAO051,3,"Furniture, furnishings and floor coverings",subgroup,1064,0.5,-1.5,2019,40703
Maori,HPIQ.SMAO051,4,"Furniture, furnishings and floor coverings",subgroup,1049,-1.4,-4.1,2019,40704
Maori,HPIQ.SMAO052,1,Household textiles,subgroup,991,-5.3,-3.2,2019,40755
Maori,HPIQ.SMAO052,2,Household textiles,subgroup,1023,3.2,-0.1,2019,40756
Maori,HPIQ.SMAO052,3,Household textiles,subgroup,1065,4.1,0,2019,40757
Maori,HPIQ.SMAO052,4,Household textiles,subgroup,1036,-2.7,-1.1,2019,40758
Maori,HPIQ.SMAO053,1,Household appliances,subgroup,1003,3.1,3.1,2019,40809
Maori,HPIQ.SMAO053,2,Household appliances,subgroup,1032,2.9,4,2019,40810
Maori,HPIQ.SMAO053,3,Household appliances,subgroup,1038,0.6,5.1,2019,40811
Maori,HPIQ.SMAO053,4,Household appliances,subgroup,1033,-0.5,6.2,2019,40812
Maori,HPIQ.SMAO054,1,"Glassware, tableware and household utensils",subgroup,963,-1.1,-3.7,2019,40863
Maori,HPIQ.SMAO054,2,"Glassware, tableware and household utensils",subgroup,1041,8.1,0.8,2019,40864
Maori,HPIQ.SMAO054,3,"Glassware, tableware and household utensils",subgroup,1029,-1.2,0.5,2019,40865
Maori,HPIQ.SMAO054,4,"Glassware, tableware and household utensils",subgroup,1015,-1.4,4.2,2019,40866
Maori,HPIQ.SMAO055,1,Tools and equipment for house and garden,subgroup,1002,1.6,-2.6,2019,40917
Maori,HPIQ.SMAO055,2,Tools and equipment for house and garden,subgroup,995,-0.7,-1.1,2019,40918
Maori,HPIQ.SMAO055,3,Tools and equipment for house and garden,subgroup,1004,0.9,0.4,2019,40919
Maori,HPIQ.SMAO055,4,Tools and equipment for house and garden,subgroup,1001,-0.3,1.5,2019,40920
Maori,HPIQ.SMAO056,1,Other household supplies and services,subgroup,960,-1,0.1,2019,40971
Maori,HPIQ.SMAO056,2,Other household supplies and services,subgroup,981,2.2,1.6,2019,40972
Maori,HPIQ.SMAO056,3,Other household supplies and services,subgroup,970,-1.1,-1.4,2019,40973
Maori,HPIQ.SMAO056,4,Other household supplies and services,subgroup,973,0.3,0.3,2019,40974
Maori,HPIQ.SMAO06,1,Health,group,1045,-0.3,0.1,2019,41025
Maori,HPIQ.SMAO06,2,Health,group,1050,0.5,1.1,2019,41026
Maori,HPIQ.SMAO06,3,Health,group,1052,0.2,1,2019,41027
Maori,HPIQ.SMAO06,4,Health,group,1060,0.8,1.1,2019,41028
Maori,HPIQ.SMAO061,1,"Medical products, appliances and equipment",subgroup,996,-0.7,-2.3,2019,41079
Maori,HPIQ.SMAO061,2,"Medical products, appliances and equipment",subgroup,1007,1.1,0.7,2019,41080
Maori,HPIQ.SMAO061,3,"Medical products, appliances and equipment",subgroup,997,-1,0,2019,41081
Maori,HPIQ.SMAO061,4,"Medical products, appliances and equipment",subgroup,1009,1.2,0.6,2019,41082
Maori,HPIQ.SMAO062,1,Out-patient services,subgroup,1061,-0.1,1.2,2019,41133
Maori,HPIQ.SMAO062,2,Out-patient services,subgroup,1064,0.3,1.2,2019,41134
Maori,HPIQ.SMAO062,3,Out-patient services,subgroup,1072,0.8,1.5,2019,41135
Maori,HPIQ.SMAO062,4,Out-patient services,subgroup,1077,0.5,1.4,2019,41136
Maori,HPIQ.SMAO063,1,Hospital services,subgroup,1153,0,4,2019,41187
Maori,HPIQ.SMAO063,2,Hospital services,subgroup,1155,0.2,4.1,2019,41188
Maori,HPIQ.SMAO063,3,Hospital services,subgroup,1175,1.7,3.3,2019,41189
Maori,HPIQ.SMAO063,4,Hospital services,subgroup,1186,0.9,2.9,2019,41190
Maori,HPIQ.SMAO07,1,Transport,group,924,-3.4,-0.1,2019,41241
Maori,HPIQ.SMAO07,2,Transport,group,935,1.2,1.2,2019,41242
Maori,HPIQ.SMAO07,3,Transport,group,941,0.6,-1.1,2019,41243
Maori,HPIQ.SMAO07,4,Transport,group,962,2.2,0.5,2019,41244
Maori,HPIQ.SMAO071,1,Purchase of vehicles,subgroup,1007,1.2,-2.2,2019,41295
Maori,HPIQ.SMAO071,2,Purchase of vehicles,subgroup,978,-2.9,-2.4,2019,41296
Maori,HPIQ.SMAO071,3,Purchase of vehicles,subgroup,980,0.2,-1.9,2019,41297
Maori,HPIQ.SMAO071,4,Purchase of vehicles,subgroup,974,-0.6,-2.1,2019,41298
Maori,HPIQ.SMAO072,1,Private transport supplies and services,subgroup,913,-4.7,0.9,2019,41349
Maori,HPIQ.SMAO072,2,Private transport supplies and services,subgroup,952,4.3,2.8,2019,41350
Maori,HPIQ.SMAO072,3,Private transport supplies and services,subgroup,955,0.3,-0.4,2019,41351
Maori,HPIQ.SMAO072,4,Private transport supplies and services,subgroup,967,1.3,0.9,2019,41352
Maori,HPIQ.SMAO07202,1,Petrol,class,948,-7.1,0,2019,41403
Maori,HPIQ.SMAO07202,2,Petrol,class,1005,6,2.9,2019,41404
Maori,HPIQ.SMAO07202,3,Petrol,class,998,-0.7,-2.5,2019,41405
Maori,HPIQ.SMAO07202,4,Petrol,class,1016,1.8,-0.4,2019,41406
Maori,HPIQ.SMAO073,1,Passenger transport services,subgroup,976,-4.9,-1.3,2019,41457
Maori,HPIQ.SMAO073,2,Passenger transport services,subgroup,928,-4.9,0.4,2019,41458
Maori,HPIQ.SMAO073,3,Passenger transport services,subgroup,955,2.9,-1.8,2019,41459
Maori,HPIQ.SMAO073,4,Passenger transport services,subgroup,1051,10.1,2.4,2019,41460
Maori,HPIQ.SMAO08,1,Communication,group,879,0.2,-2,2019,41511
Maori,HPIQ.SMAO08,2,Communication,group,873,-0.7,-1.1,2019,41512
Maori,HPIQ.SMAO08,3,Communication,group,864,-1,-0.8,2019,41513
Maori,HPIQ.SMAO08,4,Communication,group,850,-1.6,-3.1,2019,41514
Maori,HPIQ.SMAO081,1,Postal services,subgroup,1228,1.6,8.5,2019,41565
Maori,HPIQ.SMAO081,2,Postal services,subgroup,1242,1.1,10,2019,41566
Maori,HPIQ.SMAO081,3,Postal services,subgroup,1239,-0.2,3.8,2019,41567
Maori,HPIQ.SMAO081,4,Postal services,subgroup,1235,-0.3,2.2,2019,41568
Maori,HPIQ.SMAO082,1,Telecommunication equipment,subgroup,401,-3.6,-23,2019,41619
Maori,HPIQ.SMAO082,2,Telecommunication equipment,subgroup,362,-9.7,-23.5,2019,41620
Maori,HPIQ.SMAO082,3,Telecommunication equipment,subgroup,351,-3,-18.9,2019,41621
Maori,HPIQ.SMAO082,4,Telecommunication equipment,subgroup,349,-0.6,-16.1,2019,41622
Maori,HPIQ.SMAO083,1,Telecommunication services,subgroup,921,0.5,0.5,2019,41673
Maori,HPIQ.SMAO083,2,Telecommunication services,subgroup,923,0.2,1.3,2019,41674
Maori,HPIQ.SMAO083,3,Telecommunication services,subgroup,915,-0.9,1,2019,41675
Maori,HPIQ.SMAO083,4,Telecommunication services,subgroup,899,-1.7,-1.9,2019,41676
Maori,HPIQ.SMAO09,1,Recreation and culture,group,980,-1.1,-0.5,2019,41727
Maori,HPIQ.SMAO09,2,Recreation and culture,group,975,-0.5,1.2,2019,41728
Maori,HPIQ.SMAO09,3,Recreation and culture,group,984,0.9,1,2019,41729
Maori,HPIQ.SMAO09,4,Recreation and culture,group,992,0.8,0.1,2019,41730
Maori,HPIQ.SMAO091,1,Audio-visual and computing equipment,subgroup,563,-4.7,-13.4,2019,41781
Maori,HPIQ.SMAO091,2,Audio-visual and computing equipment,subgroup,512,-9.1,-13.4,2019,41782
Maori,HPIQ.SMAO091,3,Audio-visual and computing equipment,subgroup,525,2.5,-12.4,2019,41783
Maori,HPIQ.SMAO091,4,Audio-visual and computing equipment,subgroup,524,-0.2,-11.3,2019,41784
Maori,HPIQ.SMAO092,1,Major recreational and cultural equipment,subgroup,1054,0.1,0.9,2019,41835
Maori,HPIQ.SMAO092,2,Major recreational and cultural equipment,subgroup,1059,0.5,1,2019,41836
Maori,HPIQ.SMAO092,3,Major recreational and cultural equipment,subgroup,1072,1.2,2.3,2019,41837
Maori,HPIQ.SMAO092,4,Major recreational and cultural equipment,subgroup,1063,-0.8,0.9,2019,41838
Maori,HPIQ.SMAO093,1,Other recreational equipment and supplies,subgroup,1025,-2.5,1.3,2019,41889
Maori,HPIQ.SMAO093,2,Other recreational equipment and supplies,subgroup,1034,0.9,2.4,2019,41890
Maori,HPIQ.SMAO093,3,Other recreational equipment and supplies,subgroup,1030,-0.4,0.6,2019,41891
Maori,HPIQ.SMAO093,4,Other recreational equipment and supplies,subgroup,1032,0.2,-1.8,2019,41892
Maori,HPIQ.SMAO094,1,Recreational and cultural services,subgroup,1027,0,-1.4,2019,41943
Maori,HPIQ.SMAO094,2,Recreational and cultural services,subgroup,1037,1,2.7,2019,41944
Maori,HPIQ.SMAO094,3,Recreational and cultural services,subgroup,1047,1,2.8,2019,41945
Maori,HPIQ.SMAO094,4,Recreational and cultural services,subgroup,1046,-0.1,1.9,2019,41946
Maori,HPIQ.SMAO095,1,"Newspapers, books and stationery",subgroup,1200,-1,6.5,2019,41997
Maori,HPIQ.SMAO095,2,"Newspapers, books and stationery",subgroup,1214,1.2,4.7,2019,41998
Maori,HPIQ.SMAO095,3,"Newspapers, books and stationery",subgroup,1242,2.3,3.9,2019,41999
Maori,HPIQ.SMAO095,4,"Newspapers, books and stationery",subgroup,1256,1.1,3.6,2019,42000
Maori,HPIQ.SMAO096,1,Accommodation services,subgroup,1242,1.6,5.3,2019,42051
Maori,HPIQ.SMAO096,2,Accommodation services,subgroup,1215,-2.2,5.1,2019,42052
Maori,HPIQ.SMAO096,3,Accommodation services,subgroup,1232,1.4,6.1,2019,42053
Maori,HPIQ.SMAO096,4,Accommodation services,subgroup,1297,5.3,6.1,2019,42054
Maori,HPIQ.SMAO10,1,Education,group,1042,0.7,1,2019,42105
Maori,HPIQ.SMAO10,2,Education,group,1042,0,0.7,2019,42106
Maori,HPIQ.SMAO10,3,Education,group,1053,1.1,1.7,2019,42107
Maori,HPIQ.SMAO10,4,Education,group,1053,0,1.7,2019,42108
Maori,HPIQ.SMAO101,1,Early childhood education,subgroup,1097,0,0.9,2019,42159
Maori,HPIQ.SMAO101,2,Early childhood education,subgroup,1097,0,0.2,2019,42160
Maori,HPIQ.SMAO101,3,Early childhood education,subgroup,1134,3.4,3.4,2019,42161
Maori,HPIQ.SMAO101,4,Early childhood education,subgroup,1134,0,3.4,2019,42162
Maori,HPIQ.SMAO102,1,Primary and secondary education,subgroup,1147,0.8,0.8,2019,42213
Maori,HPIQ.SMAO102,2,Primary and secondary education,subgroup,1147,0,0.8,2019,42214
Maori,HPIQ.SMAO102,3,Primary and secondary education,subgroup,1147,0,0.8,2019,42215
Maori,HPIQ.SMAO102,4,Primary and secondary education,subgroup,1147,0,0.8,2019,42216
Maori,HPIQ.SMAO103,1,Tertiary and other post school education,subgroup,909,0.6,0.6,2019,42267
Maori,HPIQ.SMAO103,2,Tertiary and other post school education,subgroup,909,0,0.6,2019,42268
Maori,HPIQ.SMAO103,3,Tertiary and other post school education,subgroup,909,0,0.6,2019,42269
Maori,HPIQ.SMAO103,4,Tertiary and other post school education,subgroup,909,0,0.6,2019,42270
Maori,HPIQ.SMAO104,1,Other educational fees,subgroup,1163,4.4,4.4,2019,42321
Maori,HPIQ.SMAO104,2,Other educational fees,subgroup,1163,0,4.4,2019,42322
Maori,HPIQ.SMAO104,3,Other educational fees,subgroup,1163,0,4.4,2019,42323
Maori,HPIQ.SMAO104,4,Other educational fees,subgroup,1163,0,4.4,2019,42324
Maori,HPIQ.SMAO11,1,Miscellaneous goods and services,group,1095,0.6,3.7,2019,42375
Maori,HPIQ.SMAO11,2,Miscellaneous goods and services,group,1109,1.3,4,2019,42376
Maori,HPIQ.SMAO11,3,Miscellaneous goods and services,group,1116,0.6,3.6,2019,42377
Maori,HPIQ.SMAO11,4,Miscellaneous goods and services,group,1126,0.9,3.4,2019,42378
Maori,HPIQ.SMAO111,1,Personal care,subgroup,954,0.1,0.4,2019,42429
Maori,HPIQ.SMAO111,2,Personal care,subgroup,957,0.3,0.4,2019,42430
Maori,HPIQ.SMAO111,3,Personal care,subgroup,957,0,1.2,2019,42431
Maori,HPIQ.SMAO111,4,Personal care,subgroup,966,0.9,1.4,2019,42432
Maori,HPIQ.SMAO113,1,Personal effects,subgroup,1093,0.8,1.9,2019,42483
Maori,HPIQ.SMAO113,2,Personal effects,subgroup,1092,-0.1,1.2,2019,42484
Maori,HPIQ.SMAO113,3,Personal effects,subgroup,1090,-0.2,1.1,2019,42485
Maori,HPIQ.SMAO113,4,Personal effects,subgroup,1145,5,5.6,2019,42486
Maori,HPIQ.SMAO114,1,Insurance,subgroup,1192,1.4,6.7,2019,42537
Maori,HPIQ.SMAO114,2,Insurance,subgroup,1214,1.8,6.9,2019,42538
Maori,HPIQ.SMAO114,3,Insurance,subgroup,1230,1.3,6.2,2019,42539
Maori,HPIQ.SMAO114,4,Insurance,subgroup,1239,0.7,5.4,2019,42540
Maori,HPIQ.SMAO115,1,Credit services,subgroup,810,-9.3,-12.9,2019,42591
Maori,HPIQ.SMAO115,2,Credit services,subgroup,807,-0.4,-9.8,2019,42592
Maori,HPIQ.SMAO115,3,Credit services,subgroup,775,-4,-13.4,2019,42593
Maori,HPIQ.SMAO115,4,Credit services,subgroup,763,-1.5,-14.6,2019,42594
Maori,HPIQ.SMAO116,1,Other miscellaneous services,subgroup,1079,0.4,1.4,2019,42645
Maori,HPIQ.SMAO116,2,Other miscellaneous services,subgroup,1087,0.7,1.8,2019,42646
Maori,HPIQ.SMAO116,3,Other miscellaneous services,subgroup,1091,0.4,1.6,2019,42647
Maori,HPIQ.SMAO116,4,Other miscellaneous services,subgroup,1093,0.2,1.7,2019,42648
Maori,HPIQ.SMAO13,1,Interest payments,group,1092,-1.6,-2.2,2019,42699
Maori,HPIQ.SMAO13,2,Interest payments,group,1079,-1.2,-4,2019,42700
Maori,HPIQ.SMAO13,3,Interest payments,group,1051,-2.6,-5.5,2019,42701
Maori,HPIQ.SMAO13,4,Interest payments,group,1029,-2.1,-7.3,2019,42702
Maori,HPIQ.SMAO131,1,Interest payments,subgroup,1092,-1.6,-2.2,2019,42753
Maori,HPIQ.SMAO131,2,Interest payments,subgroup,1079,-1.2,-4,2019,42754
Maori,HPIQ.SMAO131,3,Interest payments,subgroup,1051,-2.6,-5.5,2019,42755
Maori,HPIQ.SMAO131,4,Interest payments,subgroup,1029,-2.1,-7.3,2019,42756
Maori,HPIQ.SMAOA,1,All groups,All groups,1065,0.4,1.4,2019,42807
Maori,HPIQ.SMAOA,2,All groups,All groups,1071,0.6,1.8,2019,42808
Maori,HPIQ.SMAOA,3,All groups,All groups,1077,0.6,1.6,2019,42809
Maori,HPIQ.SMAOA,4,All groups,All groups,1081,0.4,1.9,2019,42810
Superannuitant,HPIQ.SSUP01,1,Food,group,1033,1.5,0.8,2019,42861
Superannuitant,HPIQ.SSUP01,2,Food,group,1036,0.3,0.7,2019,42862
Superannuitant,HPIQ.SSUP01,3,Food,group,1050,1.4,1.4,2019,42863
Superannuitant,HPIQ.SSUP01,4,Food,group,1044,-0.6,2.6,2019,42864
Superannuitant,HPIQ.SSUP011,1,Fruit and vegetables,subgroup,1050,6.2,-2.7,2019,42915
Superannuitant,HPIQ.SSUP011,2,Fruit and vegetables,subgroup,1049,-0.1,-4.9,2019,42916
Superannuitant,HPIQ.SSUP011,3,Fruit and vegetables,subgroup,1069,1.9,-4.6,2019,42917
Superannuitant,HPIQ.SSUP011,4,Fruit and vegetables,subgroup,1010,-5.5,2.1,2019,42918
Superannuitant,HPIQ.SSUP012,1,"Meat, poultry and fish",subgroup,1038,0,2.4,2019,42969
Superannuitant,HPIQ.SSUP012,2,"Meat, poultry and fish",subgroup,1041,0.3,2.8,2019,42970
Superannuitant,HPIQ.SSUP012,3,"Meat, poultry and fish",subgroup,1076,3.4,6.3,2019,42971
Superannuitant,HPIQ.SSUP012,4,"Meat, poultry and fish",subgroup,1097,2,5.7,2019,42972
Superannuitant,HPIQ.SSUP013,1,Grocery food,subgroup,1001,0.6,0.7,2019,43023
Superannuitant,HPIQ.SSUP013,2,Grocery food,subgroup,1001,0,1.4,2019,43024
Superannuitant,HPIQ.SSUP013,3,Grocery food,subgroup,1007,0.6,1.8,2019,43025
Superannuitant,HPIQ.SSUP013,4,Grocery food,subgroup,1010,0.3,1.5,2019,43026
Superannuitant,HPIQ.SSUP014,1,Non-alcoholic beverages,subgroup,1033,1,1.3,2019,43077
Superannuitant,HPIQ.SSUP014,2,Non-alcoholic beverages,subgroup,1036,0.3,0,2019,43078
Superannuitant,HPIQ.SSUP014,3,Non-alcoholic beverages,subgroup,1055,1.8,1.1,2019,43079
Superannuitant,HPIQ.SSUP014,4,Non-alcoholic beverages,subgroup,1033,-2.1,1,2019,43080
Superannuitant,HPIQ.SSUP015,1,Restaurant meals and ready-to-eat food,subgroup,1109,0.6,2.9,2019,43131
Superannuitant,HPIQ.SSUP015,2,Restaurant meals and ready-to-eat food,subgroup,1124,1.4,3.2,2019,43132
Superannuitant,HPIQ.SSUP015,3,Restaurant meals and ready-to-eat food,subgroup,1132,0.7,3.2,2019,43133
Superannuitant,HPIQ.SSUP015,4,Restaurant meals and ready-to-eat food,subgroup,1140,0.7,3.4,2019,43134
Superannuitant,HPIQ.SSUP02,1,Alcoholic beverages and tobacco,group,1154,4.1,3.6,2019,43185
Superannuitant,HPIQ.SSUP02,2,Alcoholic beverages and tobacco,group,1159,0.4,2.6,2019,43186
Superannuitant,HPIQ.SSUP02,3,Alcoholic beverages and tobacco,group,1162,0.3,3,2019,43187
Superannuitant,HPIQ.SSUP02,4,Alcoholic beverages and tobacco,group,1155,-0.6,4.1,2019,43188
Superannuitant,HPIQ.SSUP021,1,Alcoholic beverages,subgroup,1027,2.2,2.1,2019,43239
Superannuitant,HPIQ.SSUP021,2,Alcoholic beverages,subgroup,1034,0.7,0.9,2019,43240
Superannuitant,HPIQ.SSUP021,3,Alcoholic beverages,subgroup,1037,0.3,1.4,2019,43241
Superannuitant,HPIQ.SSUP021,4,Alcoholic beverages,subgroup,1029,-0.8,2.4,2019,43242
Superannuitant,HPIQ.SSUP022,1,Cigarettes and tobacco,subgroup,1632,8.7,7.3,2019,43293
Superannuitant,HPIQ.SSUP022,2,Cigarettes and tobacco,subgroup,1633,0.1,7.3,2019,43294
Superannuitant,HPIQ.SSUP022,3,Cigarettes and tobacco,subgroup,1633,0,7.3,2019,43295
Superannuitant,HPIQ.SSUP022,4,Cigarettes and tobacco,subgroup,1633,0,8.7,2019,43296
Superannuitant,HPIQ.SSUP03,1,Clothing and footwear,group,1003,0.1,-0.8,2019,43347
Superannuitant,HPIQ.SSUP03,2,Clothing and footwear,group,1013,1,-0.1,2019,43348
Superannuitant,HPIQ.SSUP03,3,Clothing and footwear,group,1007,-0.6,-0.9,2019,43349
Superannuitant,HPIQ.SSUP03,4,Clothing and footwear,group,1014,0.7,1.2,2019,43350
Superannuitant,HPIQ.SSUP031,1,Clothing,subgroup,1000,0.2,-1.6,2019,43401
Superannuitant,HPIQ.SSUP031,2,Clothing,subgroup,1011,1.1,0,2019,43402
Superannuitant,HPIQ.SSUP031,3,Clothing,subgroup,1007,-0.4,-0.8,2019,43403
Superannuitant,HPIQ.SSUP031,4,Clothing,subgroup,1015,0.8,1.7,2019,43404
Superannuitant,HPIQ.SSUP032,1,Footwear,subgroup,1012,-0.1,2.7,2019,43455
Superannuitant,HPIQ.SSUP032,2,Footwear,subgroup,1016,0.4,-0.8,2019,43456
Superannuitant,HPIQ.SSUP032,3,Footwear,subgroup,1006,-1,-0.8,2019,43457
Superannuitant,HPIQ.SSUP032,4,Footwear,subgroup,1008,0.2,-0.5,2019,43458
Superannuitant,HPIQ.SSUP04,1,Housing and household utilities,group,1143,0.5,3.5,2019,43509
Superannuitant,HPIQ.SSUP04,2,Housing and household utilities,group,1149,0.5,3.3,2019,43510
Superannuitant,HPIQ.SSUP04,3,Housing and household utilities,group,1172,2,3.3,2019,43511
Superannuitant,HPIQ.SSUP04,4,Housing and household utilities,group,1176,0.3,3.4,2019,43512
Superannuitant,HPIQ.SSUP041,1,Actual rentals for housing,subgroup,1108,0.6,2.5,2019,43563
Superannuitant,HPIQ.SSUP041,2,Actual rentals for housing,subgroup,1120,1.1,2.8,2019,43564
Superannuitant,HPIQ.SSUP041,3,Actual rentals for housing,subgroup,1129,0.8,3.2,2019,43565
Superannuitant,HPIQ.SSUP041,4,Actual rentals for housing,subgroup,1141,1.1,3.6,2019,43566
Superannuitant,HPIQ.SSUP04101,1,Actual rentals for housing,class,1108,0.6,2.5,2019,43617
Superannuitant,HPIQ.SSUP04101,2,Actual rentals for housing,class,1120,1.1,2.8,2019,43618
Superannuitant,HPIQ.SSUP04101,3,Actual rentals for housing,class,1129,0.8,3.2,2019,43619
Superannuitant,HPIQ.SSUP04101,4,Actual rentals for housing,class,1141,1.1,3.6,2019,43620
Superannuitant,HPIQ.SSUP043,1,Property maintenance,subgroup,1145,0,2.3,2019,43671
Superannuitant,HPIQ.SSUP043,2,Property maintenance,subgroup,1154,0.8,2.4,2019,43672
Superannuitant,HPIQ.SSUP043,3,Property maintenance,subgroup,1165,1,2.6,2019,43673
Superannuitant,HPIQ.SSUP043,4,Property maintenance,subgroup,1171,0.5,2.3,2019,43674
Superannuitant,HPIQ.SSUP044,1,Property rates and related services,subgroup,1228,0,5.3,2019,43725
Superannuitant,HPIQ.SSUP044,2,Property rates and related services,subgroup,1229,0.1,5.4,2019,43726
Superannuitant,HPIQ.SSUP044,3,Property rates and related services,subgroup,1290,5,5,2019,43727
Superannuitant,HPIQ.SSUP044,4,Property rates and related services,subgroup,1291,0.1,5.1,2019,43728
Superannuitant,HPIQ.SSUP04403,1,Local authority rates and payments,class,1241,0,5.6,2019,43779
Superannuitant,HPIQ.SSUP04403,2,Local authority rates and payments,class,1241,0,5.6,2019,43780
Superannuitant,HPIQ.SSUP04403,3,Local authority rates and payments,class,1304,5.1,5.1,2019,43781
Superannuitant,HPIQ.SSUP04403,4,Local authority rates and payments,class,1304,0,5.1,2019,43782
Superannuitant,HPIQ.SSUP045,1,Household energy,subgroup,1082,1.2,2.7,2019,43833
Superannuitant,HPIQ.SSUP045,2,Household energy,subgroup,1088,0.6,1.6,2019,43834
Superannuitant,HPIQ.SSUP045,3,Household energy,subgroup,1086,-0.2,1.5,2019,43835
Superannuitant,HPIQ.SSUP045,4,Household energy,subgroup,1087,0.1,1.7,2019,43836
Superannuitant,HPIQ.SSUP04501,1,Electricity,class,1078,1.3,2.7,2019,43887
Superannuitant,HPIQ.SSUP04501,2,Electricity,class,1082,0.4,1.3,2019,43888
Superannuitant,HPIQ.SSUP04501,3,Electricity,class,1080,-0.2,1.2,2019,43889
Superannuitant,HPIQ.SSUP04501,4,Electricity,class,1079,-0.1,1.4,2019,43890
Superannuitant,HPIQ.SSUP05,1,Household contents and services,group,999,-0.6,-0.3,2019,43941
Superannuitant,HPIQ.SSUP05,2,Household contents and services,group,1021,2.2,1.7,2019,43942
Superannuitant,HPIQ.SSUP05,3,Household contents and services,group,1023,0.2,1,2019,43943
Superannuitant,HPIQ.SSUP05,4,Household contents and services,group,1020,-0.3,1.5,2019,43944
Superannuitant,HPIQ.SSUP051,1,"Furniture, furnishings and floor coverings",subgroup,1015,-5,-3.2,2019,43995
Superannuitant,HPIQ.SSUP051,2,"Furniture, furnishings and floor coverings",subgroup,1045,3,1.6,2019,43996
Superannuitant,HPIQ.SSUP051,3,"Furniture, furnishings and floor coverings",subgroup,1050,0.5,0.2,2019,43997
Superannuitant,HPIQ.SSUP051,4,"Furniture, furnishings and floor coverings",subgroup,1041,-0.9,-2.5,2019,43998
Superannuitant,HPIQ.SSUP052,1,Household textiles,subgroup,979,-4.5,-5.3,2019,44049
Superannuitant,HPIQ.SSUP052,2,Household textiles,subgroup,1012,3.4,-0.7,2019,44050
Superannuitant,HPIQ.SSUP052,3,Household textiles,subgroup,1024,1.2,-1,2019,44051
Superannuitant,HPIQ.SSUP052,4,Household textiles,subgroup,1029,0.5,0.4,2019,44052
Superannuitant,HPIQ.SSUP053,1,Household appliances,subgroup,1012,2.5,2.3,2019,44103
Superannuitant,HPIQ.SSUP053,2,Household appliances,subgroup,1036,2.4,4,2019,44104
Superannuitant,HPIQ.SSUP053,3,Household appliances,subgroup,1036,0,3.1,2019,44105
Superannuitant,HPIQ.SSUP053,4,Household appliances,subgroup,1030,-0.6,4.4,2019,44106
Superannuitant,HPIQ.SSUP054,1,"Glassware, tableware and household utensils",subgroup,957,2.9,1.5,2019,44157
Superannuitant,HPIQ.SSUP054,2,"Glassware, tableware and household utensils",subgroup,979,2.3,0.3,2019,44158
Superannuitant,HPIQ.SSUP054,3,"Glassware, tableware and household utensils",subgroup,983,0.4,-0.1,2019,44159
Superannuitant,HPIQ.SSUP054,4,"Glassware, tableware and household utensils",subgroup,970,-1.3,4.3,2019,44160
Superannuitant,HPIQ.SSUP055,1,Tools and equipment for house and garden,subgroup,984,2.7,0.8,2019,44211
Superannuitant,HPIQ.SSUP055,2,Tools and equipment for house and garden,subgroup,984,0,0.1,2019,44212
Superannuitant,HPIQ.SSUP055,3,Tools and equipment for house and garden,subgroup,982,-0.2,1.3,2019,44213
Superannuitant,HPIQ.SSUP055,4,Tools and equipment for house and garden,subgroup,981,-0.1,2.4,2019,44214
Superannuitant,HPIQ.SSUP056,1,Other household supplies and services,subgroup,993,-0.8,0.8,2019,44265
Superannuitant,HPIQ.SSUP056,2,Other household supplies and services,subgroup,1013,2,2.1,2019,44266
Superannuitant,HPIQ.SSUP056,3,Other household supplies and services,subgroup,1010,-0.3,0,2019,44267
Superannuitant,HPIQ.SSUP056,4,Other household supplies and services,subgroup,1013,0.3,1.2,2019,44268
Superannuitant,HPIQ.SSUP06,1,Health,group,1042,-0.6,0.2,2019,44319
Superannuitant,HPIQ.SSUP06,2,Health,group,1048,0.6,1,2019,44320
Superannuitant,HPIQ.SSUP06,3,Health,group,1051,0.3,0.8,2019,44321
Superannuitant,HPIQ.SSUP06,4,Health,group,1057,0.6,0.9,2019,44322
