year,expenditures,protocol_id,index
2019,Education,Expenditure,1019
2019,Education,Expenditure,1013
2019,Education,Expenditure,1013
2019,Accommodation services,Expenditure,1295
2019,Accommodation services,Expenditure,1219
2019,Local authority rates and payments,Expenditure,1241
2019,Local authority rates and payments,Expenditure,1241
2019,Local authority rates and payments,Expenditure,1302
2019,Local authority rates and payments,Expenditure,1302
2019,"Glassware, tableware and household utensils",Expenditure,979
2019,"Glassware, tableware and household utensils",Expenditure,980
2019,"Furniture, furnishings and floor coverings",Expenditure,1002
2019,"Furniture, furnishings and floor coverings",Expenditure,1051
2019,Accommodation services,Expenditure,1196
2019,Accommodation services,Expenditure,1248
2019,"Newspapers, books and stationery",Expenditure,1286
2019,"Newspapers, books and stationery",Expenditure,1267
2019,"Newspapers, books and stationery",Expenditure,1243
2019,"Newspapers, books and stationery",Expenditure,1227
2019,Recreational and cultural services,Expenditure,1065
2019,Household energy,Expenditure,1081
2019,Household energy,Expenditure,1087
2019,Household energy,Expenditure,1086
2019,Household energy,Expenditure,1086
2019,"Furniture, furnishings and floor coverings",Expenditure,1061
2019,"Furniture, furnishings and floor coverings",Expenditure,1044
2019,Other educational fees,Expenditure,1140
2019,Other educational fees,Expenditure,1140
2019,Recreational and cultural services,Expenditure,1063
2019,Recreational and cultural services,Expenditure,1051
2019,Recreational and cultural services,Expenditure,1044
2019,Other recreational equipment and supplies,Expenditure,1033
2019,Other recreational equipment and supplies,Expenditure,1025
2019,Other recreational equipment and supplies,Expenditure,1029
2019,Other recreational equipment and supplies,Expenditure,1023
2019,Electricity,Expenditure,1078
2019,Electricity,Expenditure,1082
2019,Electricity,Expenditure,1080
2019,Electricity,Expenditure,1078
2019,Other educational fees,Expenditure,1140
2019,Tertiary and other post school education,Expenditure,914
2019,"Glassware, tableware and household utensils",Expenditure,1002
2019,Household appliances,Expenditure,1017
2019,Major recreational and cultural equipment,Expenditure,1063
2019,Major recreational and cultural equipment,Expenditure,1070
2019,Major recreational and cultural equipment,Expenditure,1056
2019,Major recreational and cultural equipment,Expenditure,1054
2019,Audio-visual and computing equipment,Expenditure,566
2019,Audio-visual and computing equipment,Expenditure,566
2019,Audio-visual and computing equipment,Expenditure,559
2019,Household contents and services,Expenditure,987
2019,Household contents and services,Expenditure,1015
2019,Household contents and services,Expenditure,1016
2019,Household contents and services,Expenditure,1009
2019,Household appliances,Expenditure,1007
2020,Personal care,Expenditure,993
2020,Food,Expenditure,1064
2020,Food,Expenditure,1072
2020,Food,Expenditure,1083
2020,Food,Expenditure,1064
2020,Fruit and vegetables,Expenditure,1074
2020,Fruit and vegetables,Expenditure,1112
2020,Fruit and vegetables,Expenditure,1219
2020,Fruit and vegetables,Expenditure,1102
2020,"Meat, poultry and fish",Expenditure,1100
2020,"Meat, poultry and fish",Expenditure,1084
2020,"Meat, poultry and fish",Expenditure,1092
2020,"Meat, poultry and fish",Expenditure,1085
2020,Grocery food,Expenditure,1028
2020,Grocery food,Expenditure,1033
2020,Grocery food,Expenditure,1018
2020,Grocery food,Expenditure,1015
2020,Non-alcoholic beverages,Expenditure,1052
2020,Non-alcoholic beverages,Expenditure,1053
2020,Non-alcoholic beverages,Expenditure,1052
2020,Non-alcoholic beverages,Expenditure,1045
2020,Restaurant meals and ready-to-eat food,Expenditure,1157
2020,Restaurant meals and ready-to-eat food,Expenditure,1174
2020,Restaurant meals and ready-to-eat food,Expenditure,1183
2020,Restaurant meals and ready-to-eat food,Expenditure,1189
2020,Alcoholic beverages and tobacco,Expenditure,1449
2020,Alcoholic beverages and tobacco,Expenditure,1452
2020,Alcoholic beverages and tobacco,Expenditure,1454
2020,Alcoholic beverages and tobacco,Expenditure,1461
2020,Alcoholic beverages,Expenditure,1045
2020,Alcoholic beverages,Expenditure,1060
2020,Alcoholic beverages,Expenditure,1061
2020,Alcoholic beverages,Expenditure,1063
2020,Cigarettes and tobacco,Expenditure,1810
2020,Cigarettes and tobacco,Expenditure,1800
2020,Cigarettes and tobacco,Expenditure,1803
2020,Cigarettes and tobacco,Expenditure,1813
2020,Clothing and footwear,Expenditure,1017
2020,Clothing and footwear,Expenditure,990
2020,Clothing and footwear,Expenditure,1007
2020,Clothing and footwear,Expenditure,1027
2020,Clothing,Expenditure,1022
2020,Clothing,Expenditure,1002
2020,Clothing,Expenditure,1015
2020,Clothing,Expenditure,1033
2020,Footwear,Expenditure,978
2020,Footwear,Expenditure,918
2020,Footwear,Expenditure,954
2020,Footwear,Expenditure,988
2020,Housing and household utilities,Expenditure,1166
2020,Housing and household utilities,Expenditure,1173
2020,Housing and household utilities,Expenditure,1183
2020,Housing and household utilities,Expenditure,1184
2020,Actual rentals for housing,Expenditure,1165
2020,Actual rentals for housing,Expenditure,1175
2020,Actual rentals for housing,Expenditure,1182
2020,Actual rentals for housing,Expenditure,1189
2020,Actual rentals for housing,Expenditure,1165
2020,Actual rentals for housing,Expenditure,1175
2020,Actual rentals for housing,Expenditure,1182
2020,Actual rentals for housing,Expenditure,1189
2020,Property maintenance,Expenditure,1162
2020,Property maintenance,Expenditure,1175
2020,Property maintenance,Expenditure,1180
2020,Property maintenance,Expenditure,1188
2020,Property rates and related services,Expenditure,1288
2020,Property rates and related services,Expenditure,1288
2020,Property rates and related services,Expenditure,1326
2020,Property rates and related services,Expenditure,1326
2020,Local authority rates and payments,Expenditure,1303
2020,Local authority rates and payments,Expenditure,1303
2020,Local authority rates and payments,Expenditure,1342
2020,Local authority rates and payments,Expenditure,1342
2020,Household energy,Expenditure,1095
2020,Household energy,Expenditure,1098
2020,Household energy,Expenditure,1099
2020,Household energy,Expenditure,1086
2020,Electricity,Expenditure,1091
2020,Electricity,Expenditure,1094
2020,Electricity,Expenditure,1094
2020,Electricity,Expenditure,1080
2020,Household contents and services,Expenditure,992
2020,Household contents and services,Expenditure,994
2020,Household contents and services,Expenditure,1025
2020,Household contents and services,Expenditure,1040
2020,"Furniture, furnishings and floor coverings",Expenditure,1014
2020,"Furniture, furnishings and floor coverings",Expenditure,1025
2020,"Furniture, furnishings and floor coverings",Expenditure,1051
2020,"Furniture, furnishings and floor coverings",Expenditure,1133
2020,Household textiles,Expenditure,970
2020,Household textiles,Expenditure,970
2020,Household textiles,Expenditure,1079
2020,Household textiles,Expenditure,1034
2020,Household appliances,Expenditure,1001
2020,Household appliances,Expenditure,987
2020,Household appliances,Expenditure,1057
2020,Household appliances,Expenditure,1053
2020,"Glassware, tableware and household utensils",Expenditure,978
2020,"Glassware, tableware and household utensils",Expenditure,1002
2020,"Glassware, tableware and household utensils",Expenditure,1020
2020,"Glassware, tableware and household utensils",Expenditure,1001
2020,Tools and equipment for house and garden,Expenditure,966
2020,Tools and equipment for house and garden,Expenditure,965
2020,Tools and equipment for house and garden,Expenditure,977
2020,Tools and equipment for house and garden,Expenditure,976
2020,Other household supplies and services,Expenditure,978
2020,Other household supplies and services,Expenditure,987
2020,Other household supplies and services,Expenditure,973
2020,Other household supplies and services,Expenditure,960
2020,Health,Expenditure,1045
2020,Health,Expenditure,1052
2020,Health,Expenditure,1057
2020,Health,Expenditure,1060
2020,"Medical products, appliances and equipment",Expenditure,1001
2020,"Medical products, appliances and equipment",Expenditure,1010
2020,"Medical products, appliances and equipment",Expenditure,999
2020,"Medical products, appliances and equipment",Expenditure,999
2020,Out-patient services,Expenditure,1065
2020,Out-patient services,Expenditure,1071
2020,Out-patient services,Expenditure,1085
2020,Out-patient services,Expenditure,1090
2020,Hospital services,Expenditure,1185
2020,Hospital services,Expenditure,1185
2020,Hospital services,Expenditure,1213
2020,Hospital services,Expenditure,1230
2020,Transport,Expenditure,900
2020,Transport,Expenditure,832
2020,Transport,Expenditure,849
2020,Transport,Expenditure,868
2020,Purchase of vehicles,Expenditure,970
2020,Purchase of vehicles,Expenditure,953
2020,Purchase of vehicles,Expenditure,968
2020,Purchase of vehicles,Expenditure,1011
2020,Private transport supplies and services,Expenditure,901
2020,Private transport supplies and services,Expenditure,827
2020,Private transport supplies and services,Expenditure,837
2020,Private transport supplies and services,Expenditure,840
2020,Petrol,Expenditure,990
2020,Petrol,Expenditure,872
2020,Petrol,Expenditure,886
2020,Petrol,Expenditure,890
2020,Passenger transport services,Expenditure,966
2020,Passenger transport services,Expenditure,882
2020,Passenger transport services,Expenditure,957
2020,Passenger transport services,Expenditure,1061
2020,Communication,Expenditure,968
2020,Communication,Expenditure,968
2020,Communication,Expenditure,968
2020,Communication,Expenditure,960
2020,Postal services,Expenditure,1245
2020,Postal services,Expenditure,1246
2020,Postal services,Expenditure,1250
2020,Postal services,Expenditure,1249
2020,Telecommunication equipment,Expenditure,535
2020,Telecommunication equipment,Expenditure,575
2020,Telecommunication equipment,Expenditure,490
2020,Telecommunication equipment,Expenditure,529
2020,Telecommunication services,Expenditure,978
2020,Telecommunication services,Expenditure,975
2020,Telecommunication services,Expenditure,976
2020,Telecommunication services,Expenditure,967
2020,Recreation and culture,Expenditure,1024
2020,Recreation and culture,Expenditure,1021
2020,Recreation and culture,Expenditure,1026
2020,Recreation and culture,Expenditure,1053
2020,Audio-visual and computing equipment,Expenditure,520
2020,Audio-visual and computing equipment,Expenditure,512
2020,Audio-visual and computing equipment,Expenditure,540
2020,Audio-visual and computing equipment,Expenditure,578
2020,Major recreational and cultural equipment,Expenditure,1094
2020,Major recreational and cultural equipment,Expenditure,1091
2020,Major recreational and cultural equipment,Expenditure,1096
2020,Major recreational and cultural equipment,Expenditure,1107
2020,Other recreational equipment and supplies,Expenditure,1059
2020,Other recreational equipment and supplies,Expenditure,1076
2020,Other recreational equipment and supplies,Expenditure,1064
2020,Other recreational equipment and supplies,Expenditure,1090
2020,Recreational and cultural services,Expenditure,1019
2020,Recreational and cultural services,Expenditure,1005
2020,Recreational and cultural services,Expenditure,1014
2020,Recreational and cultural services,Expenditure,1026
2020,"Newspapers, books and stationery",Expenditure,1293
2020,"Newspapers, books and stationery",Expenditure,1312
2020,"Newspapers, books and stationery",Expenditure,1311
2020,"Newspapers, books and stationery",Expenditure,1349
2020,Accommodation services,Expenditure,1413
2020,Accommodation services,Expenditure,1248
2020,Accommodation services,Expenditure,1238
2020,Accommodation services,Expenditure,1346
2020,Education,Expenditure,983
2020,Education,Expenditure,983
2020,Education,Expenditure,993
2020,Education,Expenditure,995
2020,Early childhood education,Expenditure,1139
2020,Early childhood education,Expenditure,1139
2020,Early childhood education,Expenditure,1178
2020,Early childhood education,Expenditure,1183
2020,Primary and secondary education,Expenditure,1042
2020,Primary and secondary education,Expenditure,1042
2020,Primary and secondary education,Expenditure,1042
2020,Primary and secondary education,Expenditure,1042
2020,Tertiary and other post school education,Expenditure,895
2020,Tertiary and other post school education,Expenditure,895
2020,Tertiary and other post school education,Expenditure,895
2020,Tertiary and other post school education,Expenditure,895
2020,Other educational fees,Expenditure,1144
2020,Other educational fees,Expenditure,1144
2020,Other educational fees,Expenditure,1144
2020,Other educational fees,Expenditure,1144
2020,Miscellaneous goods and services,Expenditure,1182
2020,Miscellaneous goods and services,Expenditure,1188
2020,Miscellaneous goods and services,Expenditure,1188
2020,Miscellaneous goods and services,Expenditure,1193
2020,Personal care,Expenditure,998
2020,Personal care,Expenditure,1003
2020,Personal care,Expenditure,979
2020,Personal care,Expenditure,981
2020,Personal effects,Expenditure,1139
2020,Personal effects,Expenditure,1127
2020,Personal effects,Expenditure,1142
2020,Personal effects,Expenditure,1128
2020,Insurance,Expenditure,1288
2020,Insurance,Expenditure,1294
2020,Insurance,Expenditure,1295
2020,Insurance,Expenditure,1295
2020,Credit services,Expenditure,759
2020,Credit services,Expenditure,759
2020,Credit services,Expenditure,759
2020,Credit services,Expenditure,759
2020,Other miscellaneous services,Expenditure,1187
2020,Other miscellaneous services,Expenditure,1193
2020,Other miscellaneous services,Expenditure,1209
2020,Other miscellaneous services,Expenditure,1222
2020,Interest payments,Expenditure,1015
2020,Interest payments,Expenditure,990
2020,Interest payments,Expenditure,934
2020,Interest payments,Expenditure,902
2020,Interest payments,Expenditure,1015
2020,Interest payments,Expenditure,990
2020,Interest payments,Expenditure,934
2020,Interest payments,Expenditure,902
2020,All groups,Expenditure,1100
2020,All groups,Expenditure,1095
2020,All groups,Expenditure,1103
2020,All groups,Expenditure,1103
2020,Food,Expenditure,1063
2020,Food,Expenditure,1071
2020,Food,Expenditure,1082
2020,Food,Expenditure,1064
2020,Fruit and vegetables,Expenditure,1044
2020,Fruit and vegetables,Expenditure,1082
2020,Fruit and vegetables,Expenditure,1198
2020,Fruit and vegetables,Expenditure,1069
2020,"Meat, poultry and fish",Expenditure,1091
2020,"Meat, poultry and fish",Expenditure,1072
2020,"Meat, poultry and fish",Expenditure,1075
2020,"Meat, poultry and fish",Expenditure,1072
2020,Grocery food,Expenditure,1027
2020,Grocery food,Expenditure,1032
2020,Grocery food,Expenditure,1016
2020,Grocery food,Expenditure,1015
2020,Non-alcoholic beverages,Expenditure,1050
2020,Non-alcoholic beverages,Expenditure,1054
2020,Non-alcoholic beverages,Expenditure,1054
2020,Non-alcoholic beverages,Expenditure,1047
2020,Restaurant meals and ready-to-eat food,Expenditure,1153
2020,Restaurant meals and ready-to-eat food,Expenditure,1170
2020,Restaurant meals and ready-to-eat food,Expenditure,1179
2020,Restaurant meals and ready-to-eat food,Expenditure,1185
2020,Alcoholic beverages and tobacco,Expenditure,1381
2020,Alcoholic beverages and tobacco,Expenditure,1384
2020,Alcoholic beverages and tobacco,Expenditure,1386
2020,Alcoholic beverages and tobacco,Expenditure,1391
2020,Alcoholic beverages,Expenditure,1047
2020,Alcoholic beverages,Expenditure,1058
2020,Alcoholic beverages,Expenditure,1059
2020,Alcoholic beverages,Expenditure,1061
2020,Cigarettes and tobacco,Expenditure,1811
2020,Cigarettes and tobacco,Expenditure,1802
2020,Cigarettes and tobacco,Expenditure,1805
2020,Cigarettes and tobacco,Expenditure,1815
2020,Clothing and footwear,Expenditure,1009
2020,Clothing and footwear,Expenditure,984
2020,Clothing and footwear,Expenditure,990
2020,Clothing and footwear,Expenditure,1007
2020,Clothing,Expenditure,1009
2020,Clothing,Expenditure,994
2020,Clothing,Expenditure,994
2020,Clothing,Expenditure,1013
2020,Footwear,Expenditure,1010
2020,Footwear,Expenditure,940
2020,Footwear,Expenditure,991
2020,Footwear,Expenditure,997
2020,Housing and household utilities,Expenditure,1163
2020,Housing and household utilities,Expenditure,1170
2020,Housing and household utilities,Expenditure,1179
2020,Housing and household utilities,Expenditure,1182
2020,Actual rentals for housing,Expenditure,1155
2020,Actual rentals for housing,Expenditure,1164
2020,Actual rentals for housing,Expenditure,1171
2020,Actual rentals for housing,Expenditure,1179
2020,Actual rentals for housing,Expenditure,1155
2020,Actual rentals for housing,Expenditure,1164
2020,Actual rentals for housing,Expenditure,1171
2020,Actual rentals for housing,Expenditure,1179
2020,Property maintenance,Expenditure,1163
2020,Property maintenance,Expenditure,1178
2020,Property maintenance,Expenditure,1184
2020,Property maintenance,Expenditure,1187
2020,Property rates and related services,Expenditure,1282
2020,Property rates and related services,Expenditure,1282
2020,Property rates and related services,Expenditure,1320
2020,Property rates and related services,Expenditure,1320
2020,Local authority rates and payments,Expenditure,1302
2020,Local authority rates and payments,Expenditure,1302
2020,Local authority rates and payments,Expenditure,1341
2020,Local authority rates and payments,Expenditure,1341
2020,Household energy,Expenditure,1099
2020,Household energy,Expenditure,1105
2020,Household energy,Expenditure,1105
2020,Household energy,Expenditure,1092
2020,Electricity,Expenditure,1092
2020,Electricity,Expenditure,1097
2020,Electricity,Expenditure,1098
2020,Electricity,Expenditure,1084
2020,Household contents and services,Expenditure,1001
2020,Household contents and services,Expenditure,998
2020,Household contents and services,Expenditure,1024
2020,Household contents and services,Expenditure,1033
2020,"Furniture, furnishings and floor coverings",Expenditure,1036
2020,"Furniture, furnishings and floor coverings",Expenditure,1035
2020,"Furniture, furnishings and floor coverings",Expenditure,1031
2020,"Furniture, furnishings and floor coverings",Expenditure,1090
2020,Household textiles,Expenditure,1045
2020,Household textiles,Expenditure,1019
2020,Household textiles,Expenditure,1099
2020,Household textiles,Expenditure,1089
2020,Household appliances,Expenditure,982
2020,Household appliances,Expenditure,964
2020,Household appliances,Expenditure,1024
2020,Household appliances,Expenditure,1024
2020,"Glassware, tableware and household utensils",Expenditure,986
2020,"Glassware, tableware and household utensils",Expenditure,992
2020,"Glassware, tableware and household utensils",Expenditure,1037
2020,"Glassware, tableware and household utensils",Expenditure,1043
2020,Tools and equipment for house and garden,Expenditure,970
2020,Tools and equipment for house and garden,Expenditure,971
2020,Tools and equipment for house and garden,Expenditure,993
2020,Tools and equipment for house and garden,Expenditure,998
2020,Other household supplies and services,Expenditure,983
2020,Other household supplies and services,Expenditure,996
2020,Other household supplies and services,Expenditure,995
2020,Other household supplies and services,Expenditure,986
2020,Health,Expenditure,1056
2020,Health,Expenditure,1063
2020,Health,Expenditure,1071
2020,Health,Expenditure,1075
2020,"Medical products, appliances and equipment",Expenditure,999
2020,"Medical products, appliances and equipment",Expenditure,1008
2020,"Medical products, appliances and equipment",Expenditure,1000
2020,"Medical products, appliances and equipment",Expenditure,999
2020,Out-patient services,Expenditure,1072
2020,Out-patient services,Expenditure,1078
2020,Out-patient services,Expenditure,1092
2020,Out-patient services,Expenditure,1098
2020,Hospital services,Expenditure,1181
2020,Hospital services,Expenditure,1181
2020,Hospital services,Expenditure,1202
2020,Hospital services,Expenditure,1215
2020,Transport,Expenditure,934
2020,Transport,Expenditure,870
2020,Transport,Expenditure,878
2020,Transport,Expenditure,895
2020,Purchase of vehicles,Expenditure,961
2020,Purchase of vehicles,Expenditure,946
2020,Purchase of vehicles,Expenditure,957
2020,Purchase of vehicles,Expenditure,994
2020,Private transport supplies and services,Expenditure,943
2020,Private transport supplies and services,Expenditure,857
2020,Private transport supplies and services,Expenditure,867
2020,Private transport supplies and services,Expenditure,870
2020,Petrol,Expenditure,989
2020,Petrol,Expenditure,869
2020,Petrol,Expenditure,882
2020,Petrol,Expenditure,887
2020,Passenger transport services,Expenditure,952
2020,Passenger transport services,Expenditure,922
2020,Passenger transport services,Expenditure,911
2020,Passenger transport services,Expenditure,993
2020,Communication,Expenditure,867
2020,Communication,Expenditure,868
2020,Communication,Expenditure,862
2020,Communication,Expenditure,857
2020,Postal services,Expenditure,1254
2020,Postal services,Expenditure,1258
2020,Postal services,Expenditure,1263
2020,Postal services,Expenditure,1262
2020,Telecommunication equipment,Expenditure,364
2020,Telecommunication equipment,Expenditure,394
2020,Telecommunication equipment,Expenditure,335
2020,Telecommunication equipment,Expenditure,362
2020,Telecommunication services,Expenditure,897
2020,Telecommunication services,Expenditure,894
2020,Telecommunication services,Expenditure,894
2020,Telecommunication services,Expenditure,885
2020,Recreation and culture,Expenditure,1022
2020,Recreation and culture,Expenditure,1006
2020,Recreation and culture,Expenditure,1010
2020,Recreation and culture,Expenditure,1041
2020,Audio-visual and computing equipment,Expenditure,473
2020,Audio-visual and computing equipment,Expenditure,446
2020,Audio-visual and computing equipment,Expenditure,459
2020,Audio-visual and computing equipment,Expenditure,486
2020,Major recreational and cultural equipment,Expenditure,1076
2020,Major recreational and cultural equipment,Expenditure,1072
2020,Major recreational and cultural equipment,Expenditure,1081
2020,Major recreational and cultural equipment,Expenditure,1082
2020,Other recreational equipment and supplies,Expenditure,1054
2020,Other recreational equipment and supplies,Expenditure,1064
2020,Other recreational equipment and supplies,Expenditure,1060
2020,Other recreational equipment and supplies,Expenditure,1081
2020,Recreational and cultural services,Expenditure,1042
2020,Recreational and cultural services,Expenditure,1024
2020,Recreational and cultural services,Expenditure,1035
2020,Recreational and cultural services,Expenditure,1047
2020,"Newspapers, books and stationery",Expenditure,1265
2020,"Newspapers, books and stationery",Expenditure,1285
2020,"Newspapers, books and stationery",Expenditure,1276
2020,"Newspapers, books and stationery",Expenditure,1319
2020,Accommodation services,Expenditure,1374
2020,Accommodation services,Expenditure,1253
2020,Accommodation services,Expenditure,1247
2020,Accommodation services,Expenditure,1398
2020,Education,Expenditure,1042
2020,Education,Expenditure,1042
2020,Education,Expenditure,1053
2020,Education,Expenditure,1055
2020,Early childhood education,Expenditure,1129
2020,Early childhood education,Expenditure,1129
2020,Early childhood education,Expenditure,1164
2020,Early childhood education,Expenditure,1170
2020,Primary and secondary education,Expenditure,1054
2020,Primary and secondary education,Expenditure,1054
2020,Primary and secondary education,Expenditure,1054
2020,Primary and secondary education,Expenditure,1054
2020,Tertiary and other post school education,Expenditure,924
2020,Tertiary and other post school education,Expenditure,924
2020,Tertiary and other post school education,Expenditure,924
2020,Tertiary and other post school education,Expenditure,924
2020,Other educational fees,Expenditure,1137
2020,Other educational fees,Expenditure,1137
2020,Other educational fees,Expenditure,1137
2020,Other educational fees,Expenditure,1137
2020,Miscellaneous goods and services,Expenditure,1161
2020,Miscellaneous goods and services,Expenditure,1166
2020,Miscellaneous goods and services,Expenditure,1165
2020,Miscellaneous goods and services,Expenditure,1170
2020,Personal care,Expenditure,1008
2020,Personal care,Expenditure,1012
2020,Personal care,Expenditure,997
2020,Personal effects,Expenditure,1105
2020,Personal effects,Expenditure,1086
2020,Personal effects,Expenditure,1142
2020,Personal effects,Expenditure,1159
2020,Insurance,Expenditure,1266
2020,Insurance,Expenditure,1273
2020,Insurance,Expenditure,1275
2020,Insurance,Expenditure,1278
2020,Credit services,Expenditure,789
2020,Credit services,Expenditure,789
2020,Credit services,Expenditure,789
2020,Credit services,Expenditure,790
2020,Other miscellaneous services,Expenditure,1090
2020,Other miscellaneous services,Expenditure,1094
2020,Other miscellaneous services,Expenditure,1105
2020,Other miscellaneous services,Expenditure,1117
2020,Interest payments,Expenditure,1060
2020,Interest payments,Expenditure,1039
2020,Interest payments,Expenditure,976
2020,Interest payments,Expenditure,941
2020,Interest payments,Expenditure,1060
2020,Interest payments,Expenditure,1039
2020,Interest payments,Expenditure,976
2020,Interest payments,Expenditure,941
2020,All groups,Expenditure,1089
2020,All groups,Expenditure,1082
2020,All groups,Expenditure,1087
2020,All groups,Expenditure,1088
2020,Food,Expenditure,1070
2020,Food,Expenditure,1079
2020,Food,Expenditure,1090
2020,Food,Expenditure,1075
2020,Fruit and vegetables,Expenditure,1059
2020,Fruit and vegetables,Expenditure,1100
2020,Fruit and vegetables,Expenditure,1217
2020,Fruit and vegetables,Expenditure,1098
2020,"Meat, poultry and fish",Expenditure,1085
2020,"Meat, poultry and fish",Expenditure,1064
2020,"Meat, poultry and fish",Expenditure,1067
2020,"Meat, poultry and fish",Expenditure,1066
2020,Grocery food,Expenditure,1026
2020,Grocery food,Expenditure,1032
2020,Grocery food,Expenditure,1018
2020,Grocery food,Expenditure,1016
2020,Non-alcoholic beverages,Expenditure,1048
2020,Non-alcoholic beverages,Expenditure,1055
2020,Non-alcoholic beverages,Expenditure,1052
2020,Non-alcoholic beverages,Expenditure,1047
2020,Restaurant meals and ready-to-eat food,Expenditure,1152
2020,Restaurant meals and ready-to-eat food,Expenditure,1168
2020,Restaurant meals and ready-to-eat food,Expenditure,1177
2020,Restaurant meals and ready-to-eat food,Expenditure,1183
2020,Alcoholic beverages and tobacco,Expenditure,1306
2020,Alcoholic beverages and tobacco,Expenditure,1311
2020,Alcoholic beverages and tobacco,Expenditure,1312
2020,Alcoholic beverages and tobacco,Expenditure,1316
2020,Alcoholic beverages,Expenditure,1044
2020,Alcoholic beverages,Expenditure,1055
2020,Alcoholic beverages,Expenditure,1054
2020,Alcoholic beverages,Expenditure,1056
2020,Cigarettes and tobacco,Expenditure,1813
2020,Cigarettes and tobacco,Expenditure,1806
2020,Cigarettes and tobacco,Expenditure,1810
2020,Cigarettes and tobacco,Expenditure,1820
2020,Clothing and footwear,Expenditure,1005
2020,Clothing and footwear,Expenditure,972
2020,Clothing and footwear,Expenditure,983
2020,Clothing and footwear,Expenditure,1002
2020,Clothing,Expenditure,1006
2020,Clothing,Expenditure,988
2020,Clothing,Expenditure,994
2020,Clothing,Expenditure,1012
2020,Footwear,Expenditure,993
2020,Footwear,Expenditure,899
2020,Footwear,Expenditure,929
2020,Footwear,Expenditure,952
2020,Housing and household utilities,Expenditure,1164
2020,Housing and household utilities,Expenditure,1171
2020,Housing and household utilities,Expenditure,1181
2020,Housing and household utilities,Expenditure,1183
2020,Actual rentals for housing,Expenditure,1152
2020,Actual rentals for housing,Expenditure,1160
2020,Actual rentals for housing,Expenditure,1167
2020,Actual rentals for housing,Expenditure,1174
2020,Actual rentals for housing,Expenditure,1152
2020,Actual rentals for housing,Expenditure,1160
2020,Actual rentals for housing,Expenditure,1167
2020,Actual rentals for housing,Expenditure,1174
2020,Property maintenance,Expenditure,1178
2020,Property maintenance,Expenditure,1191
2020,Property maintenance,Expenditure,1198
2020,Property maintenance,Expenditure,1203
2020,Property rates and related services,Expenditure,1278
2020,Property rates and related services,Expenditure,1279
2020,Property rates and related services,Expenditure,1316
2020,Property rates and related services,Expenditure,1316
2020,Local authority rates and payments,Expenditure,1300
2020,Local authority rates and payments,Expenditure,1300
2020,Local authority rates and payments,Expenditure,1340
2020,Local authority rates and payments,Expenditure,1340
2020,Household energy,Expenditure,1098
2020,Household energy,Expenditure,1103
2020,Household energy,Expenditure,1103
2020,Household energy,Expenditure,1092
2020,Electricity,Expenditure,1092
2020,Electricity,Expenditure,1096
2020,Electricity,Expenditure,1096
2020,Electricity,Expenditure,1083
2020,Household contents and services,Expenditure,1012
2020,Household contents and services,Expenditure,1008
2020,Household contents and services,Expenditure,1032
2020,Household contents and services,Expenditure,1046
2020,"Furniture, furnishings and floor coverings",Expenditure,1020
2020,"Furniture, furnishings and floor coverings",Expenditure,1022
2020,"Furniture, furnishings and floor coverings",Expenditure,1035
2020,"Furniture, furnishings and floor coverings",Expenditure,1096
2020,Household textiles,Expenditure,1013
2020,Household textiles,Expenditure,996
2020,Household textiles,Expenditure,1044
2020,Household textiles,Expenditure,1052
2020,Household appliances,Expenditure,1016
2020,Household appliances,Expenditure,989
2020,Household appliances,Expenditure,1053
2020,Household appliances,Expenditure,1047
2020,"Glassware, tableware and household utensils",Expenditure,960
2020,"Glassware, tableware and household utensils",Expenditure,977
2020,"Glassware, tableware and household utensils",Expenditure,1019
2020,"Glassware, tableware and household utensils",Expenditure,1027
2020,Tools and equipment for house and garden,Expenditure,986
2020,Tools and equipment for house and garden,Expenditure,980
2020,Tools and equipment for house and garden,Expenditure,989
2020,Tools and equipment for house and garden,Expenditure,991
2020,Other household supplies and services,Expenditure,1020
2020,Other household supplies and services,Expenditure,1030
2020,Other household supplies and services,Expenditure,1022
2020,Other household supplies and services,Expenditure,1010
2020,Health,Expenditure,1064
2020,Health,Expenditure,1070
2020,Health,Expenditure,1073
2020,Health,Expenditure,1074
2020,"Medical products, appliances and equipment",Expenditure,1005
2020,"Medical products, appliances and equipment",Expenditure,1010
2020,"Medical products, appliances and equipment",Expenditure,1001
2020,"Medical products, appliances and equipment",Expenditure,993
2020,Out-patient services,Expenditure,1090
2020,Out-patient services,Expenditure,1096
2020,Out-patient services,Expenditure,1109
2020,Out-patient services,Expenditure,1117
2020,Hospital services,Expenditure,1198
2020,Hospital services,Expenditure,1198
2020,Hospital services,Expenditure,1219
2020,Hospital services,Expenditure,1231
2020,Transport,Expenditure,952
2020,Transport,Expenditure,894
2020,Transport,Expenditure,909
2020,Transport,Expenditure,929
2020,Purchase of vehicles,Expenditure,964
2020,Purchase of vehicles,Expenditure,950
2020,Purchase of vehicles,Expenditure,954
2020,Purchase of vehicles,Expenditure,989
2020,Private transport supplies and services,Expenditure,966
2020,Private transport supplies and services,Expenditure,882
2020,Private transport supplies and services,Expenditure,894
2020,Private transport supplies and services,Expenditure,897
2020,Petrol,Expenditure,999
2020,Petrol,Expenditure,879
2020,Petrol,Expenditure,894
2020,Petrol,Expenditure,898
2020,Passenger transport services,Expenditure,970
